"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_tunggal";"n_rtup_campuran";"n_rtup_tumpang_sari";"n_rtup_asosiasi_antar_semusim";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310010] PAGA";"53";"5310";"5310010";"2";"19";"6";"0";"27"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310011] MEGO";"53";"5310";"5310011";"0";"4";"0";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310012] TANA WAWO";"53";"5310";"5310012";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310020] LELA";"53";"5310";"5310020";"0";"5";"0";"0";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310030] BOLA";"53";"5310";"5310030";"1";"8";"1";"0";"10"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310031] DORENG";"53";"5310";"5310031";"0";"2";"0";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310032] MAPITARA";"53";"5310";"5310032";"5";"9";"0";"0";"14"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310040] TALIBURA";"53";"5310";"5310040";"11";"39";"27";"4";"81"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310041] WAIGETE";"53";"5310";"5310041";"115";"74";"48";"65";"301"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310042] WAIBLAMA";"53";"5310";"5310042";"0";"1";"1";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310050] KEWAPANTE";"53";"5310";"5310050";"47";"211";"50";"8";"316"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"6";"9";"4";"1";"20"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310052] KANGAE";"53";"5310";"5310052";"134";"407";"701";"3";"1240"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310061] PALUE";"53";"5310";"5310061";"41";"712";"0";"0";"751"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310062] KOTING";"53";"5310";"5310062";"4";"4";"0";"0";"8"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310063] NELLE";"53";"5310";"5310063";"1";"64";"10";"0";"75"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310070] NITA";"53";"5310";"5310070";"4";"2";"1";"0";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310071] MAGEPANDA";"53";"5310";"5310071";"164";"10";"3";"4";"179"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310080] ALOK";"53";"5310";"5310080";"9";"307";"18";"475";"797"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310081] ALOK BARAT";"53";"5310";"5310081";"9";"6";"11";"3";"29"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"33";"563";"83";"16";"694"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310] SIKKA";"53";"5310";"5310999";"586";"2456";"964";"579";"4562"
