"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_budidaya";"n_rtup_pembibitan";"n_rtup_budidaya_dan_pembibitan";"n_rtup_jumlah";"n_rtup_budidaya_jumlah";"n_rtup_pembibitan_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310010] PAGA";"53";"5310";"5310010";"459";"0";"0";"459";"459";"0";"459"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310011] MEGO";"53";"5310";"5310011";"132";"0";"0";"132";"132";"0";"132"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310012] TANA WAWO";"53";"5310";"5310012";"5";"0";"0";"5";"5";"0";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310020] LELA";"53";"5310";"5310020";"722";"0";"0";"722";"722";"0";"722"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310030] BOLA";"53";"5310";"5310030";"770";"0";"0";"770";"770";"0";"770"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310031] DORENG";"53";"5310";"5310031";"439";"0";"0";"439";"439";"0";"439"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310032] MAPITARA";"53";"5310";"5310032";"466";"0";"0";"466";"466";"0";"466"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310040] TALIBURA";"53";"5310";"5310040";"2845";"0";"0";"2845";"2845";"0";"2845"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310041] WAIGETE";"53";"5310";"5310041";"2790";"1";"0";"2791";"2790";"1";"2791"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310042] WAIBLAMA";"53";"5310";"5310042";"1121";"1";"0";"1122";"1121";"1";"1122"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310050] KEWAPANTE";"53";"5310";"5310050";"878";"0";"0";"878";"878";"0";"878"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"486";"0";"0";"486";"486";"0";"486"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310052] KANGAE";"53";"5310";"5310052";"947";"0";"0";"947";"947";"0";"947"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310061] PALUE";"53";"5310";"5310061";"1347";"0";"0";"1347";"1347";"0";"1347"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310062] KOTING";"53";"5310";"5310062";"432";"0";"0";"432";"432";"0";"432"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310063] NELLE";"53";"5310";"5310063";"412";"0";"0";"412";"412";"0";"412"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310070] NITA";"53";"5310";"5310070";"961";"0";"0";"961";"961";"0";"961"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310071] MAGEPANDA";"53";"5310";"5310071";"1139";"0";"0";"1139";"1139";"0";"1139"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310080] ALOK";"53";"5310";"5310080";"844";"0";"0";"844";"844";"0";"844"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310081] ALOK BARAT";"53";"5310";"5310081";"452";"0";"0";"452";"452";"0";"452"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"835";"0";"0";"835";"835";"0";"835"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310] SIKKA";"53";"5310";"5310999";"18482";"2";"0";"18484";"18482";"2";"18484"
