tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;n_rtup;jumlah_tanaman_belum_menghasilkan;jumlah_tanaman_menghasilkan;jumlah_tanaman_tidak_menghasilkan;sum_produksi_volume;sum_produksi_nilai;produktivitas
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310082] ALOK TIMUR;53;5310;5310082;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3106;[5310] SIKKA;53;5310;5310999;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310010] PAGA;53;5310;5310010;1585;26978;140602;8633;125393;3010951;1
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310011] MEGO;53;5310;5310011;1524;33851;142821;4969;144197;3739482;1
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310012] TANA WAWO;53;5310;5310012;1235;16976;85809;2007;97627;2301152;1
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310020] LELA;53;5310;5310020;713;3795;42904;4913;24588;639462;1
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310030] BOLA;53;5310;5310030;1591;7155;66600;8042;95945;2050012;1
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310031] DORENG;53;5310;5310031;1433;11045;109026;5297;109175;2524036;1
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310032] MAPITARA;53;5310;5310032;614;7857;32260;919;37902;905551;1
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310040] TALIBURA;53;5310;5310040;315;2538;11055;1195;16617;372465;2
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310041] WAIGETE;53;5310;5310041;549;4483;11413;1818;17276;333772;2
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310042] WAIBLAMA;53;5310;5310042;375;4565;14658;865;18550;374579;1
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310050] KEWAPANTE;53;5310;5310050;220;859;7796;1387;4645;83993;1
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310051] HEWOKLOANG;53;5310;5310051;864;3618;44714;1013;44238;830453;1
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310052] KANGAE;53;5310;5310052;344;1626;9047;1038;7035;143218;1
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310061] PALUE;53;5310;5310061;319;1346;7238;608;23158;477848;3
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310062] KOTING;53;5310;5310062;620;1367;27122;2735;18103;375975;1
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310063] NELLE;53;5310;5310063;121;383;2423;32;4087;91214;2
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310070] NITA;53;5310;5310070;2162;20241;176235;12199;129632;3269892;1
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310071] MAGEPANDA;53;5310;5310071;75;78;1231;71;1606;41250;1
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310080] ALOK;53;5310;5310080;42;331;1882;225;3288;84644;2
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310081] ALOK BARAT;53;5310;5310081;38;399;1993;81;3629;93822;2
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310082] ALOK TIMUR;53;5310;5310082;77;558;2807;688;3581;92208;1
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3107;[5310] SIKKA;53;5310;5310999;14816;150049;939636;58735;930272;21835979;1
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310010] PAGA;53;5310;5310010;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310011] MEGO;53;5310;5310011;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310012] TANA WAWO;53;5310;5310012;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310020] LELA;53;5310;5310020;1;0;3;0;180;2400;60
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310030] BOLA;53;5310;5310030;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310031] DORENG;53;5310;5310031;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310032] MAPITARA;53;5310;5310032;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310040] TALIBURA;53;5310;5310040;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310041] WAIGETE;53;5310;5310041;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310042] WAIBLAMA;53;5310;5310042;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310050] KEWAPANTE;53;5310;5310050;1;0;21;0;5;125;0
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310051] HEWOKLOANG;53;5310;5310051;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310052] KANGAE;53;5310;5310052;1;0;5;0;50;500;10
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310061] PALUE;53;5310;5310061;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310062] KOTING;53;5310;5310062;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310063] NELLE;53;5310;5310063;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310070] NITA;53;5310;5310070;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310071] MAGEPANDA;53;5310;5310071;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310080] ALOK;53;5310;5310080;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310081] ALOK BARAT;53;5310;5310081;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310082] ALOK TIMUR;53;5310;5310082;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3108;[5310] SIKKA;53;5310;5310999;3;0;29;0;235;3025;8
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310010] PAGA;53;5310;5310010;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310011] MEGO;53;5310;5310011;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310012] TANA WAWO;53;5310;5310012;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310020] LELA;53;5310;5310020;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310030] BOLA;53;5310;5310030;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310031] DORENG;53;5310;5310031;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310032] MAPITARA;53;5310;5310032;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310040] TALIBURA;53;5310;5310040;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310041] WAIGETE;53;5310;5310041;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310042] WAIBLAMA;53;5310;5310042;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310050] KEWAPANTE;53;5310;5310050;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310051] HEWOKLOANG;53;5310;5310051;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310052] KANGAE;53;5310;5310052;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310061] PALUE;53;5310;5310061;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310062] KOTING;53;5310;5310062;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310063] NELLE;53;5310;5310063;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310070] NITA;53;5310;5310070;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310071] MAGEPANDA;53;5310;5310071;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310080] ALOK;53;5310;5310080;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310081] ALOK BARAT;53;5310;5310081;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310082] ALOK TIMUR;53;5310;5310082;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3109;[5310] SIKKA;53;5310;5310999;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310010] PAGA;53;5310;5310010;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310011] MEGO;53;5310;5310011;1;300;150;0;400;12000;3
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310012] TANA WAWO;53;5310;5310012;2;0;25;0;970;3880;39
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310020] LELA;53;5310;5310020;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310030] BOLA;53;5310;5310030;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310031] DORENG;53;5310;5310031;1;15;0;0;0;0;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310032] MAPITARA;53;5310;5310032;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310040] TALIBURA;53;5310;5310040;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310041] WAIGETE;53;5310;5310041;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310042] WAIBLAMA;53;5310;5310042;1;0;70;0;50;4500;1
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310050] KEWAPANTE;53;5310;5310050;1;0;3;0;30;150;10
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310051] HEWOKLOANG;53;5310;5310051;1;60;45;0;80;1600;2
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310052] KANGAE;53;5310;5310052;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310061] PALUE;53;5310;5310061;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310062] KOTING;53;5310;5310062;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310063] NELLE;53;5310;5310063;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310070] NITA;53;5310;5310070;3;120;14;0;866;27100;62
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310071] MAGEPANDA;53;5310;5310071;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310080] ALOK;53;5310;5310080;2;0;14;0;300;2700;21
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310081] ALOK BARAT;53;5310;5310081;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310082] ALOK TIMUR;53;5310;5310082;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3110;[5310] SIKKA;53;5310;5310999;12;495;321;0;2696;51930;8
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310010] PAGA;53;5310;5310010;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310011] MEGO;53;5310;5310011;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310012] TANA WAWO;53;5310;5310012;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310020] LELA;53;5310;5310020;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310030] BOLA;53;5310;5310030;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310031] DORENG;53;5310;5310031;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310032] MAPITARA;53;5310;5310032;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310040] TALIBURA;53;5310;5310040;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310041] WAIGETE;53;5310;5310041;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310042] WAIBLAMA;53;5310;5310042;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310050] KEWAPANTE;53;5310;5310050;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310051] HEWOKLOANG;53;5310;5310051;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310052] KANGAE;53;5310;5310052;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310061] PALUE;53;5310;5310061;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310062] KOTING;53;5310;5310062;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310063] NELLE;53;5310;5310063;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310070] NITA;53;5310;5310070;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310071] MAGEPANDA;53;5310;5310071;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310080] ALOK;53;5310;5310080;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310081] ALOK BARAT;53;5310;5310081;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310082] ALOK TIMUR;53;5310;5310082;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3111;[5310] SIKKA;53;5310;5310999;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310010] PAGA;53;5310;5310010;1016;9594;37089;828;2595465;1931218;70
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310011] MEGO;53;5310;5310011;610;8025;28777;936;772803;1415694;27
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310012] TANA WAWO;53;5310;5310012;11;28;227;5;4768;4270;21
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310020] LELA;53;5310;5310020;1545;16637;82019;2657;4504316;6074335;55
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310030] BOLA;53;5310;5310030;1724;10255;64898;2096;3691323;4422807;57
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310031] DORENG;53;5310;5310031;1512;23938;51912;763;5374471;4415625;104
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310032] MAPITARA;53;5310;5310032;724;8385;21376;520;1501905;1490563;70
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310040] TALIBURA;53;5310;5310040;1842;19398;57968;1847;3568586;3865204;62
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310041] WAIGETE;53;5310;5310041;1215;6475;29087;1061;2013213;2180943;69
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310042] WAIBLAMA;53;5310;5310042;759;7422;21478;516;443097;1179291;21
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310050] KEWAPANTE;53;5310;5310050;791;4300;17369;623;1106028;853546;64
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310051] HEWOKLOANG;53;5310;5310051;1296;5639;37192;236;2040496;2081444;55
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310052] KANGAE;53;5310;5310052;1001;6144;21073;623;802454;1832897;38
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310061] PALUE;53;5310;5310061;873;1299;18624;43;1462211;1468412;79
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310062] KOTING;53;5310;5310062;1045;5438;37690;648;2729089;2426308;72
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310063] NELLE;53;5310;5310063;586;1839;11599;67;984693;1028012;85
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310070] NITA;53;5310;5310070;2126;18380;704177;2110;8415255;7262866;12
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310071] MAGEPANDA;53;5310;5310071;361;1071;4866;56;261636;328515;54
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310080] ALOK;53;5310;5310080;168;775;6097;374;377598;377174;62
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310081] ALOK BARAT;53;5310;5310081;70;161;2344;98;76919;106070;33
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310082] ALOK TIMUR;53;5310;5310082;286;1822;10286;306;569333;821925;55
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3112;[5310] SIKKA;53;5310;5310999;19561;157025;1266148;16413;43295659;45567119;34
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310010] PAGA;53;5310;5310010;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310011] MEGO;53;5310;5310011;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310012] TANA WAWO;53;5310;5310012;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310020] LELA;53;5310;5310020;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310030] BOLA;53;5310;5310030;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310031] DORENG;53;5310;5310031;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310032] MAPITARA;53;5310;5310032;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310040] TALIBURA;53;5310;5310040;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310041] WAIGETE;53;5310;5310041;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310042] WAIBLAMA;53;5310;5310042;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310050] KEWAPANTE;53;5310;5310050;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310051] HEWOKLOANG;53;5310;5310051;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310052] KANGAE;53;5310;5310052;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310061] PALUE;53;5310;5310061;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310062] KOTING;53;5310;5310062;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310063] NELLE;53;5310;5310063;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310070] NITA;53;5310;5310070;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310071] MAGEPANDA;53;5310;5310071;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310080] ALOK;53;5310;5310080;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310081] ALOK BARAT;53;5310;5310081;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310082] ALOK TIMUR;53;5310;5310082;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3113;[5310] SIKKA;53;5310;5310999;-;-;-;-;-;-;-
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310010] PAGA;53;5310;5310010;855;3417;25115;613;89239;2655192;4
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310011] MEGO;53;5310;5310011;1635;16263;86572;8293;220799;6568535;3
BAB_5_tabel_5_42_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;3114;[5310012] TANA WAWO;53;5310;5310012;1378;2240;43319;522;152867;4342759;4
