"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_budidaya";"n_rtup_pembibitan";"n_rtup_budidaya_dan_pembibitan";"n_rtup_jumlah";"n_rtup_budidaya_jumlah";"n_rtup_pembibitan_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310010] PAGA";"53";"5310";"5310010";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310011] MEGO";"53";"5310";"5310011";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310012] TANA WAWO";"53";"5310";"5310012";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310020] LELA";"53";"5310";"5310020";"2";"0";"0";"2";"2";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310030] BOLA";"53";"5310";"5310030";"44";"0";"0";"44";"44";"0";"44"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310031] DORENG";"53";"5310";"5310031";"4";"0";"0";"4";"4";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310032] MAPITARA";"53";"5310";"5310032";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310040] TALIBURA";"53";"5310";"5310040";"404";"0";"0";"404";"404";"0";"404"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310041] WAIGETE";"53";"5310";"5310041";"72";"0";"0";"72";"72";"0";"72"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310042] WAIBLAMA";"53";"5310";"5310042";"22";"0";"0";"22";"22";"0";"22"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310050] KEWAPANTE";"53";"5310";"5310050";"25";"0";"0";"25";"25";"0";"25"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"86";"0";"0";"86";"86";"0";"86"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310052] KANGAE";"53";"5310";"5310052";"9";"0";"0";"9";"9";"0";"9"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310062] KOTING";"53";"5310";"5310062";"17";"0";"0";"17";"17";"0";"17"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310063] NELLE";"53";"5310";"5310063";"2";"0";"0";"2";"2";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310070] NITA";"53";"5310";"5310070";"34";"0";"0";"34";"34";"0";"34"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310071] MAGEPANDA";"53";"5310";"5310071";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310080] ALOK";"53";"5310";"5310080";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310081] ALOK BARAT";"53";"5310";"5310081";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"12";"0";"0";"12";"12";"0";"12"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2146_2148";"[5310] SIKKA";"53";"5310";"5310999";"735";"0";"0";"735";"735";"0";"735"
