"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_tunggal";"n_rtup_campuran";"n_rtup_tumpang_sari";"n_rtup_asosiasi_antar_semusim";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2419";"[5310010] PAGA";"53";"5310";"5310010";"1";"0";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2419";"[5310011] MEGO";"53";"5310";"5310011";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2419";"[5310012] TANA WAWO";"53";"5310";"5310012";"0";"3";"1";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2419";"[5310020] LELA";"53";"5310";"5310020";"0";"2";"0";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2419";"[5310030] BOLA";"53";"5310";"5310030";"0";"4";"0";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2419";"[5310031] DORENG";"53";"5310";"5310031";"1";"3";"1";"0";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2419";"[5310032] MAPITARA";"53";"5310";"5310032";"0";"1";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2419";"[5310040] TALIBURA";"53";"5310";"5310040";"3";"16";"0";"2";"21"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2419";"[5310041] WAIGETE";"53";"5310";"5310041";"5";"1";"1";"0";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2419";"[5310042] WAIBLAMA";"53";"5310";"5310042";"1";"5";"0";"0";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2419";"[5310050] KEWAPANTE";"53";"5310";"5310050";"0";"7";"0";"0";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2419";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2419";"[5310052] KANGAE";"53";"5310";"5310052";"1";"1";"6";"0";"8"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2419";"[5310061] PALUE";"53";"5310";"5310061";"0";"25";"0";"0";"25"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2419";"[5310062] KOTING";"53";"5310";"5310062";"1";"0";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2419";"[5310063] NELLE";"53";"5310";"5310063";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2419";"[5310070] NITA";"53";"5310";"5310070";"25";"8";"4";"0";"37"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2419";"[5310071] MAGEPANDA";"53";"5310";"5310071";"35";"0";"2";"0";"37"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2419";"[5310080] ALOK";"53";"5310";"5310080";"0";"0";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2419";"[5310081] ALOK BARAT";"53";"5310";"5310081";"7";"2";"1";"1";"11"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2419";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"0";"2";"0";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2419";"[5310] SIKKA";"53";"5310";"5310999";"80";"80";"17";"3";"180"
