"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2143";"[5310010] PAGA";"53";"5310";"5310010";"42319508";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2143";"[5310011] MEGO";"53";"5310";"5310011";"36274218";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2143";"[5310012] TANA WAWO";"53";"5310";"5310012";"30228405";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2143";"[5310020] LELA";"53";"5310";"5310020";"27205479";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2143";"[5310030] BOLA";"53";"5310";"5310030";"24182580";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2143";"[5310031] DORENG";"53";"5310";"5310031";"27205326";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2143";"[5310032] MAPITARA";"53";"5310";"5310032";"12091587";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2143";"[5310040] TALIBURA";"53";"5310";"5310040";"60463050";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2143";"[5310041] WAIGETE";"53";"5310";"5310041";"33254507";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2143";"[5310042] WAIBLAMA";"53";"5310";"5310042";"21161896";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2143";"[5310050] KEWAPANTE";"53";"5310";"5310050";"27208080";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2143";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"21161784";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2143";"[5310052] KANGAE";"53";"5310";"5310052";"27208531";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2143";"[5310061] PALUE";"53";"5310";"5310061";"24185716";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2143";"[5310062] KOTING";"53";"5310";"5310062";"21162449";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2143";"[5310063] NELLE";"53";"5310";"5310063";"15116005";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2143";"[5310070] NITA";"53";"5310";"5310070";"45347865";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2143";"[5310071] MAGEPANDA";"53";"5310";"5310071";"24185436";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2143";"[5310080] ALOK";"53";"5310";"5310080";"21162204";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2143";"[5310081] ALOK BARAT";"53";"5310";"5310081";"12092666";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2143";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"33253559";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2143";"[5310] SIKKA";"53";"5310";"5310999";"586470851";"0";"0";"0";"0";"0";"0"
