"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_budidaya";"n_rtup_pembibitan";"n_rtup_budidaya_dan_pembibitan";"n_rtup_jumlah";"n_rtup_budidaya_jumlah";"n_rtup_pembibitan_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310010] PAGA";"53";"5310";"5310010";"7";"0";"0";"7";"7";"0";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310011] MEGO";"53";"5310";"5310011";"10";"0";"0";"10";"10";"0";"10"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310012] TANA WAWO";"53";"5310";"5310012";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310020] LELA";"53";"5310";"5310020";"19";"0";"0";"19";"19";"0";"19"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310030] BOLA";"53";"5310";"5310030";"40";"0";"0";"40";"40";"0";"40"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310031] DORENG";"53";"5310";"5310031";"6";"0";"0";"6";"6";"0";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310032] MAPITARA";"53";"5310";"5310032";"8";"0";"0";"8";"8";"0";"8"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310040] TALIBURA";"53";"5310";"5310040";"175";"0";"0";"175";"175";"0";"175"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310041] WAIGETE";"53";"5310";"5310041";"312";"1";"1";"314";"313";"2";"314"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310042] WAIBLAMA";"53";"5310";"5310042";"21";"0";"0";"21";"21";"0";"21"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310050] KEWAPANTE";"53";"5310";"5310050";"162";"0";"0";"162";"162";"0";"162"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"20";"0";"0";"20";"20";"0";"20"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310052] KANGAE";"53";"5310";"5310052";"93";"0";"0";"93";"93";"0";"93"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310062] KOTING";"53";"5310";"5310062";"96";"0";"0";"96";"96";"0";"96"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310063] NELLE";"53";"5310";"5310063";"71";"0";"0";"71";"71";"0";"71"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310070] NITA";"53";"5310";"5310070";"68";"0";"0";"68";"68";"0";"68"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310071] MAGEPANDA";"53";"5310";"5310071";"277";"0";"0";"277";"277";"0";"277"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310080] ALOK";"53";"5310";"5310080";"293";"0";"0";"293";"293";"0";"293"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310081] ALOK BARAT";"53";"5310";"5310081";"148";"1";"0";"149";"148";"1";"149"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"175";"0";"0";"175";"175";"0";"175"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310] SIKKA";"53";"5310";"5310999";"2002";"2";"1";"2005";"2003";"3";"2005"
