"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310010] PAGA";"53";"5310";"5310010";"137232480";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310011] MEGO";"53";"5310";"5310011";"117628805";"1";"13";"30";"0";"115";"4600"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310012] TANA WAWO";"53";"5310";"5310012";"98023885";"3";"9";"23";"0";"34";"820"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310020] LELA";"53";"5310";"5310020";"88221411";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310030] BOLA";"53";"5310";"5310030";"78418964";"32";"135";"26";"2";"515";"8075"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310031] DORENG";"53";"5310";"5310031";"88221258";"163";"695";"658";"16";"24026";"661970"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310032] MAPITARA";"53";"5310";"5310032";"39209422";"15";"87";"28";"5";"1356";"39250"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310040] TALIBURA";"53";"5310";"5310040";"196052582";"4";"2";"28";"0";"443";"6418"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310041] WAIGETE";"53";"5310";"5310041";"107829535";"3";"212";"3";"0";"34";"500"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310042] WAIBLAMA";"53";"5310";"5310042";"68618732";"3";"58";"30";"0";"60";"1260"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310050] KEWAPANTE";"53";"5310";"5310050";"88224012";"25";"48";"1";"0";"15";"450"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"68618620";"109";"194";"218";"14";"5010";"89838"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310052] KANGAE";"53";"5310";"5310052";"88223868";"2";"5";"4";"4";"50";"1500"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310061] PALUE";"53";"5310";"5310061";"78422100";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310062] KOTING";"53";"5310";"5310062";"68619285";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310063] NELLE";"53";"5310";"5310063";"49013745";"1";"0";"1";"0";"336";"10080"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310070] NITA";"53";"5310";"5310070";"147041085";"18";"94";"54";"0";"308.5";"6949"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310071] MAGEPANDA";"53";"5310";"5310071";"78421820";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310080] ALOK";"53";"5310";"5310080";"68619040";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310081] ALOK BARAT";"53";"5310";"5310081";"39210858";"1";"0";"10";"0";"148";"1500"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"107829182";"1";"0";"10";"0";"100";"1750"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310] SIKKA";"53";"5310";"5310999";"1901700689";"381";"1552";"1124";"41";"32550.5";"834960"
