"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_tunggal";"n_rtup_campuran";"n_rtup_tumpang_sari";"n_rtup_asosiasi_antar_semusim";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310010] PAGA";"53";"5310";"5310010";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310011] MEGO";"53";"5310";"5310011";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310012] TANA WAWO";"53";"5310";"5310012";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310020] LELA";"53";"5310";"5310020";"0";"1";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310030] BOLA";"53";"5310";"5310030";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310031] DORENG";"53";"5310";"5310031";"5";"0";"0";"0";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310032] MAPITARA";"53";"5310";"5310032";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310040] TALIBURA";"53";"5310";"5310040";"0";"1";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310041] WAIGETE";"53";"5310";"5310041";"134";"50";"5";"6";"194"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310042] WAIBLAMA";"53";"5310";"5310042";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310050] KEWAPANTE";"53";"5310";"5310050";"12";"17";"0";"1";"30"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"1";"0";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310052] KANGAE";"53";"5310";"5310052";"53";"6";"30";"2";"91"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310062] KOTING";"53";"5310";"5310062";"3";"3";"0";"0";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310063] NELLE";"53";"5310";"5310063";"2";"1";"0";"0";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310070] NITA";"53";"5310";"5310070";"13";"0";"10";"0";"22"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310071] MAGEPANDA";"53";"5310";"5310071";"9";"0";"0";"0";"9"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310080] ALOK";"53";"5310";"5310080";"31";"7";"1";"1";"39"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310081] ALOK BARAT";"53";"5310";"5310081";"13";"1";"1";"1";"15"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"4";"12";"6";"2";"24"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3211";"[5310] SIKKA";"53";"5310";"5310999";"280";"99";"53";"13";"441"
