"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"jenis_produksi";"satuan_produksi";"ID";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310010] PAGA";"53";"5310";"5310010";"7";"1";"88947467";"1895";"12224";"5";"360154";"478480"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310011] MEGO";"53";"5310";"5310011";"7";"1";"57178818";"1669";"10730";"236";"469503.5";"663254"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310012] TANA WAWO";"53";"5310";"5310012";"7";"1";"50827732";"92";"4310";"0";"65738.7";"103468"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310020] LELA";"53";"5310";"5310020";"7";"1";"57180446";"2290";"9663";"254";"85920.39";"241161"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310030] BOLA";"53";"5310";"5310030";"7";"1";"50828924";"1512";"6711";"473";"165851.94";"200523"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310031] DORENG";"53";"5310";"5310031";"7";"1";"50828071";"1011";"5367";"6";"94709";"182918"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310032] MAPITARA";"53";"5310";"5310032";"7";"1";"25413658";"786";"653";"61";"7510.69";"9430"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310040] TALIBURA";"53";"5310";"5310040";"7";"1";"127070003";"3969";"21116";"284";"353219.62";"1080580"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310041] WAIGETE";"53";"5310";"5310041";"7";"1";"69887951";"9053";"15868";"414";"461430.03";"687863"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310042] WAIBLAMA";"53";"5310";"5310042";"7";"1";"38121515";"1334";"1849";"174";"16087.83";"86680"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310050] KEWAPANTE";"53";"5310";"5310050";"7";"1";"57183156";"1037";"9405";"9";"238855";"482216"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"7";"1";"44474119";"1037";"6629";"37";"975020.64";"445069"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310052] KANGAE";"53";"5310";"5310052";"7";"1";"57178820";"5119";"10368";"51";"112449.91";"403610"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310062] KOTING";"53";"5310";"5310062";"7";"1";"44472622";"2153";"5309";"234";"166611.71";"150505"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310063] NELLE";"53";"5310";"5310063";"7";"1";"31766490";"423";"4338";"27";"80221.7";"181061"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310070] NITA";"53";"5310";"5310070";"7";"1";"95298461";"4419";"25638";"127";"1218679.1";"1618496"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310071] MAGEPANDA";"53";"5310";"5310071";"7";"1";"50825984";"1755";"2246";"195";"47903";"92988"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310080] ALOK";"53";"5310";"5310080";"7";"1";"38119324";"268";"2183";"49";"140186.9";"597759"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310081] ALOK BARAT";"53";"5310";"5310081";"7";"1";"25412864";"202";"564";"67";"11188";"38364"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"7";"1";"63532262";"445";"2672";"21";"125338.36";"306198"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310] SIKKA";"53";"5310";"5310999";"7";"1";"1124548687";"40469";"157843";"2724";"5196580.02";"8050623"
