"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup";"jumlah_tanaman_belum_menghasilkan";"jumlah_tanaman_menghasilkan";"jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai";"produktivitas"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310010] PAGA";"53";"5310";"5310010";-;-;-;-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310011] MEGO";"53";"5310";"5310011";"2";"0";"6";"0";"700";"900";"117"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310012] TANA WAWO";"53";"5310";"5310012";-;-;-;-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310020] LELA";"53";"5310";"5310020";-;-;-;-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310030] BOLA";"53";"5310";"5310030";"88";"258";"824";"51";"34879";"171234";"42"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310031] DORENG";"53";"5310";"5310031";"16";"72";"165";"13";"7700";"53940";"47"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310032] MAPITARA";"53";"5310";"5310032";"4";"170";"80";"0";"180";"540";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310040] TALIBURA";"53";"5310";"5310040";"33";"52";"239";"34";"140579";"541679";"588"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310041] WAIGETE";"53";"5310";"5310041";"383";"1625";"5456";"250";"2777328";"10139097";"509"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310042] WAIBLAMA";"53";"5310";"5310042";"1";"30";"0";"0";"0";"0";-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310050] KEWAPANTE";"53";"5310";"5310050";"51";"118";"693";"86";"164596";"297993";"238"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"45";"113";"465";"79";"168685";"558502";"363"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310052] KANGAE";"53";"5310";"5310052";"201";"341";"1832";"187";"591537";"1211121";"323"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310061] PALUE";"53";"5310";"5310061";-;-;-;-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310062] KOTING";"53";"5310";"5310062";"1";"0";"20";"0";"21600";"32400";"1080"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310063] NELLE";"53";"5310";"5310063";"150";"109";"1552";"81";"7143483";"1936764";"4603"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310070] NITA";"53";"5310";"5310070";-;-;-;-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310071] MAGEPANDA";"53";"5310";"5310071";-;-;-;-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310080] ALOK";"53";"5310";"5310080";"32";"21";"258";"4";"97560";"3764719";"378"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310081] ALOK BARAT";"53";"5310";"5310081";"3";"0";"6";"2";"197";"6538";"33"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"227";"885";"2603";"694";"1903987";"37192038";"731"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310] SIKKA";"53";"5310";"5310999";"1237";"3794";"14199";"1481";"13053011";"55907465";"919"
