"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_utp_tunggal";"n_utp_campuran";"n_utp_tumpang_sari";"n_utp_asosiasi_antar_semusim";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310010] PAGA";"53";"5310";"5310010";"309";"614";"165";"14";"1102"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310011] MEGO";"53";"5310";"5310011";"29";"426";"2";"0";"457"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310012] TANA WAWO";"53";"5310";"5310012";"31";"276";"55";"3";"364"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310020] LELA";"53";"5310";"5310020";"20";"348";"0";"13";"381"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310030] BOLA";"53";"5310";"5310030";"38";"466";"39";"21";"564"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310031] DORENG";"53";"5310";"5310031";"14";"28";"64";"2";"108"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310032] MAPITARA";"53";"5310";"5310032";"1";"129";"0";"9";"139"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310040] TALIBURA";"53";"5310";"5310040";"252";"619";"189";"269";"1327"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310041] WAIGETE";"53";"5310";"5310041";"221";"569";"339";"309";"1435"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310042] WAIBLAMA";"53";"5310";"5310042";"6";"194";"113";"132";"445"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310050] KEWAPANTE";"53";"5310";"5310050";"202";"630";"242";"36";"1110"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"46";"106";"95";"1";"248"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310052] KANGAE";"53";"5310";"5310052";"234";"692";"1122";"7";"2055"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310061] PALUE";"53";"5310";"5310061";"17";"1427";"2";"0";"1443"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310062] KOTING";"53";"5310";"5310062";"29";"516";"23";"14";"580"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310063] NELLE";"53";"5310";"5310063";"23";"452";"161";"1";"637"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310070] NITA";"53";"5310";"5310070";"111";"855";"398";"10";"1374"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310071] MAGEPANDA";"53";"5310";"5310071";"415";"83";"156";"26";"679"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310080] ALOK";"53";"5310";"5310080";"91";"427";"147";"562";"1220"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310081] ALOK BARAT";"53";"5310";"5310081";"445";"131";"284";"67";"926"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"157";"999";"187";"37";"1380"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1215";"[5310] SIKKA";"53";"5310";"5310999";"2691";"9987";"3783";"1533";"17974"
