"id_prov";"id_kab";"id_kec";"prov";"kab";"kec";"sum_jumlah_tanaman_buah_alpukat";"sum_jumlah_tanaman_buah_anggur";"sum_jumlah_tanaman_buah_apel";"sum_jumlah_tanaman_buah_belimbing_dewa";"sum_jumlah_tanaman_buah_belimbing_demak_kunir";"sum_jumlah_tanaman_buah_belimbing_karang_sari";"sum_jumlah_tanaman_buah_belimbing_lainnya";"sum_jumlah_tanaman_buah_naga";"sum_jumlah_tanaman_buah_srikaya";"sum_jumlah_tanaman_buah_cempedak";"sum_jumlah_tanaman_buah_duku";"sum_jumlah_tanaman_buah_durian_monthong";"sum_jumlah_tanaman_buah_durian_lai";"sum_jumlah_tanaman_buah_durian_lainnya";"sum_jumlah_tanaman_buah_duwet";"sum_jumlah_tanaman_buah_jambu_air";"sum_jumlah_tanaman_buah_jambu_air_citra";"sum_jumlah_tanaman_buah_jambu_air_dalhari";"sum_jumlah_tanaman_buah_jambu_air_camplong";"sum_jumlah_tanaman_buah_jambu_biji";"sum_jumlah_tanaman_buah_jambu_biji_putih";"sum_jumlah_tanaman_buah_jambu_biji_merah";"sum_jumlah_tanaman_buah_jambu_bol";"sum_jumlah_tanaman_buah_jeruk_siam";"sum_jumlah_tanaman_buah_jeruk_keprok";"sum_jumlah_tanaman_buah_jeruk_besar";"sum_jumlah_tanaman_buah_jeruk_manis";"sum_jumlah_tanaman_buah_jeruk_lainnya";"sum_jumlah_tanaman_buah_kedondong";"sum_jumlah_tanaman_buah_kesemek";"sum_jumlah_tanaman_buah_langsat";"sum_jumlah_tanaman_buah_lengkeng";"sum_jumlah_tanaman_buah_mangga_arumanis";"sum_jumlah_tanaman_buah_mangga_cengkir";"sum_jumlah_tanaman_buah_mangga_gedong_gincu";"sum_jumlah_tanaman_buah_mangga_gedong";"sum_jumlah_tanaman_buah_mangga_kweni";"sum_jumlah_tanaman_buah_mangga_manalagi";"sum_jumlah_tanaman_buah_mangga_lainnya";"sum_jumlah_tanaman_buah_manggis";"sum_jumlah_tanaman_buah_markisa_konyal";"sum_jumlah_tanaman_buah_markisa_siuh";"sum_jumlah_tanaman_buah_markisa_lainnya";"sum_jumlah_tanaman_buah_matoa_buah";"sum_jumlah_tanaman_buah_nangka";"sum_jumlah_tanaman_buah_nenas_queen";"sum_jumlah_tanaman_buah_nenas_smooth_cayenne";"sum_jumlah_tanaman_buah_nenas_lainnya";"sum_jumlah_tanaman_buah_pepaya_besar_dampit";"sum_jumlah_tanaman_buah_pepaya_sedang_calina";"sum_jumlah_tanaman_buah_pepaya_kecil_hawaii";"sum_jumlah_tanaman_buah_pepaya_lainnya";"sum_jumlah_tanaman_buah_pisang_mas_lampung";"sum_jumlah_tanaman_buah_pisang_ambon";"sum_jumlah_tanaman_buah_pisang_kepok";"sum_jumlah_tanaman_buah_pisang_raja";"sum_jumlah_tanaman_buah_pisang_lainnya";"sum_jumlah_tanaman_buah_rambutan_binjai";"sum_jumlah_tanaman_buah_rambutan_rapiah";"sum_jumlah_tanaman_buah_rambutan_lainnya";"sum_jumlah_tanaman_buah_salak_pondoh";"sum_jumlah_tanaman_buah_salak_gula_pasir";"sum_jumlah_tanaman_buah_salak_lainnya";"sum_jumlah_tanaman_buah_sawo";"sum_jumlah_tanaman_buah_sirsak";"sum_jumlah_tanaman_buah_sukun";"sum_jumlah_tanaman_buah_terong_brastagi";"sum_jumlah_tanaman_buah_buahan_lainnya";"sum_jumlah_tanaman_buah_belimbing_gabung";"sum_jumlah_tanaman_buah_durian_gabung";"sum_jumlah_tanaman_buah_jambu_air_gabung";"sum_jumlah_tanaman_buah_jambu_biji_gabung";"sum_jumlah_tanaman_buah_jeruk_gabung";"sum_jumlah_tanaman_buah_mangga_gabung";"sum_jumlah_tanaman_buah_markisa_gabung";"sum_jumlah_tanaman_buah_nenas_gabung";"sum_jumlah_tanaman_buah_pepaya_gabung";"sum_jumlah_tanaman_buah_pisang_gabung";"sum_jumlah_tanaman_buah_rambutan_gabung";"sum_jumlah_tanaman_buah_salak_gabung";"sum_jumlah_tanaman_sayuran_blimbing_wuluh";"sum_jumlah_tanaman_sayuran_jengkol";"sum_jumlah_tanaman_sayuran_kluwih";"sum_jumlah_tanaman_sayuran_melinjo";"sum_jumlah_tanaman_sayuran_petai";"sum_jumlah_tanaman_sayuran_lainnya";"sum_jumlah_tanaman_obat_daun_ungu";"sum_jumlah_tanaman_obat_dlingo";"sum_jumlah_tanaman_obat_jati_belanda";"sum_jumlah_tanaman_obat_jojoba";"sum_jumlah_tanaman_obat_kapulaga";"sum_jumlah_tanaman_obat_lavander";"sum_jumlah_tanaman_obat_mahkota_dewa";"sum_jumlah_tanaman_obat_mengkudu";"sum_jumlah_tanaman_obat_paliasa";"sum_jumlah_tanaman_obat_salam";"sum_jumlah_tanaman_obat_sereh";"sum_jumlah_tanaman_obat_sembung";"sum_jumlah_tanaman_obat_sirih";"sum_jumlah_tanaman_obat_tribulus";"sum_jumlah_tanaman_obat_zodiak";"sum_jumlah_tanaman_obat_cincau";"sum_jumlah_tanaman_obat_buah_merah";"sum_jumlah_tanaman_obat_jeruk_nipis";"sum_jumlah_tanaman_obat_lainnya";"sum_jumlah_tanaman_hias_anthurium_bunga";"sum_jumlah_tanaman_hias_anthurium_daun";"sum_jumlah_tanaman_hias_bambu_hias";"sum_jumlah_tanaman_hias_bougenvillea_spp";"sum_jumlah_tanaman_hias_caladium";"sum_jumlah_tanaman_hias_dieffenbachia";"sum_jumlah_tanaman_hias_euphorbia";"sum_jumlah_tanaman_hias_kaktus";"sum_jumlah_tanaman_hias_phylodendron";"sum_jumlah_tanaman_hias_ponix";"sum_jumlah_tanaman_hias_polyscias";"sum_jumlah_tanaman_hias_soka_ixora";"sum_jumlah_tanaman_hias_tabulampot";"sum_jumlah_tanaman_hias_lainnya"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310050] KEWAPANTE";"53";"5310";"5310050";"308";"0";"0";"0";"0";"0";"0";"139";"5";"0";"0";"27";"0";"22";"6";"9";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"1";"208";"0";"1";"5";"1";"1";"142";"0";"0";"0";"0";"0";"327";"357";"0";"349";"252";"273";"0";"90";"96";"150";"8607";"11";"2782";"0";"0";"5";"90";"0";"0";"1";"19";"17";"0";"0";"0";"49";"9";"2";"5";"358";"0";"706";"615";"11646";"5";"90";"0";"0";"0";"0";"9";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"105";"0";"10";"0";"0";"0";"0";"30";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"2374";"0";"0";"11";"9";"0";"0";"29";"10";"4";"0";"10";"100";"316";"39";"9";"0";"0";"0";"9";"0";"0";"0";"47";"19";"0";"8";"4";"0";"0";"0";"3";"23";"0";"33";"0";"0";"0";"38";"0";"0";"0";"0";"0";"536";"270";"88";"2666";"25";"296";"22";"24";"110";"53";"6816";"34";"1247";"6";"1";"26";"0";"22";"521";"5";"84";"3";"0";"0";"20";"426";"9";"9";"78";"94";"0";"3024";"367";"8260";"33";"543";"0";"0";"0";"0";"68";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"146";"0";"0";"0";"0";"31";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310052] KANGAE";"53";"5310";"5310052";"759";"0";"0";"1";"0";"0";"0";"33";"638";"2";"0";"13";"0";"0";"0";"10";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"214";"3";"0";"0";"0";"3";"78";"0";"0";"0";"0";"0";"544";"195";"0";"119";"241";"259";"42";"40";"46";"19";"15426";"67";"1264";"0";"0";"0";"67";"0";"0";"2";"11";"1";"0";"0";"1";"13";"10";"1";"1";"298";"0";"314";"582";"16822";"0";"67";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"15";"0";"0";"0";"0";"0";"0";"2";"0";"10";"10";"0";"15";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310062] KOTING";"53";"5310";"5310062";"3732";"0";"0";"0";"0";"0";"0";"10";"0";"7";"0";"0";"0";"0";"0";"5";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"2";"21";"0";"0";"0";"0";"125";"0";"0";"0";"0";"0";"117";"0";"0";"0";"0";"0";"11";"0";"10";"806";"27";"19";"5";"42";"10";"4";"7687";"0";"271";"0";"0";"16";"0";"0";"418";"0";"0";"0";"0";"0";"0";"0";"5";"6";"23";"242";"0";"816";"93";"7972";"16";"418";"1";"0";"0";"0";"28";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"14";"0";"0";"0";"0";"12";"0";"0";"0";"500";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310063] NELLE";"53";"5310";"5310063";"211";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"1";"0";"0";"0";"7";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"6";"89";"0";"0";"5";"0";"0";"75";"0";"0";"0";"0";"0";"3";"0";"0";"74";"45";"57";"0";"0";"5";"0";"4812";"0";"168";"0";"0";"0";"0";"0";"0";"2";"0";"4";"0";"0";"0";"1";"1";"7";"0";"169";"0";"74";"102";"4985";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"23";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310070] NITA";"53";"5310";"5310070";"3402";"0";"0";"2";"0";"0";"0";"71";"386";"11";"0";"22";"7";"119";"212";"9";"0";"0";"0";"2";"0";"0";"0";"3";"0";"2";"301";"20";"0";"0";"0";"0";"206";"0";"0";"7";"0";"1";"40";"0";"0";"0";"0";"0";"51";"299";"35";"1379";"42";"142";"0";"45";"118";"126";"29395";"91";"1167";"0";"127";"204";"33";"127";"444";"2";"8";"0";"0";"0";"2";"148";"9";"2";"326";"254";"0";"1713";"229";"30897";"331";"604";"15";"0";"0";"0";"21";"17";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"1621";"0";"162";"0";"0";"0";"0";"73";"0";"0";"4";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310071] MAGEPANDA";"53";"5310";"5310071";"16";"0";"0";"0";"0";"0";"0";"0";"0";"10";"0";"0";"0";"0";"0";"5";"0";"0";"0";"0";"0";"0";"0";"2";"0";"0";"1";"0";"1";"0";"0";"2";"586";"2";"3";"0";"1";"35";"79";"0";"0";"0";"0";"0";"8";"0";"0";"0";"3";"82";"10";"15";"50";"99";"4425";"40";"89";"2";"2";"0";"0";"0";"0";"1";"1";"2";"0";"2";"0";"0";"5";"0";"3";"706";"0";"0";"110";"4703";"4";"0";"0";"0";"0";"0";"0";"6";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"22";"0";"0";"0";"0";"0";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310080] ALOK";"53";"5310";"5310080";"65";"25";"0";"1";"0";"0";"0";"13";"4";"0";"0";"0";"0";"0";"80";"11";"0";"0";"0";"0";"14";"12";"0";"0";"0";"0";"0";"1";"2";"0";"0";"10";"253";"8";"4";"2";"5";"25";"271";"0";"0";"0";"0";"0";"8";"0";"0";"70";"130";"121";"15";"4";"24";"12";"2330";"12";"206";"0";"0";"10";"0";"0";"0";"2";"0";"15";"0";"0";"1";"0";"11";"26";"1";"568";"0";"70";"270";"2584";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"8";"0";"0";"2";"0";"10";"0";"0";"0";"0";"0";"0";"0";"4";"0";"76"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310081] ALOK BARAT";"53";"5310";"5310081";"30";"0";"0";"0";"0";"0";"13";"0";"0";"1";"0";"0";"0";"10";"0";"4";"0";"0";"0";"12";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"348";"0";"11";"3";"0";"3";"48";"0";"0";"0";"0";"0";"1";"0";"0";"0";"8";"52";"101";"18";"12";"0";"859";"2";"225";"0";"0";"0";"0";"0";"4";"1";"1";"0";"0";"0";"13";"10";"4";"12";"1";"413";"0";"0";"179";"1098";"0";"4";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"30";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"24";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"20"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"383";"7";"0";"0";"0";"0";"0";"47";"45";"2";"0";"10";"0";"0";"30";"5";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1";"0";"0";"0";"0";"0";"2";"304";"0";"8";"3";"0";"28";"15";"0";"0";"0";"0";"0";"94";"515";"0";"0";"300";"189";"11";"119";"15";"47";"2929";"184";"91";"2";"1";"0";"29";"0";"0";"3";"0";"3";"0";"0";"0";"10";"5";"0";"1";"358";"0";"515";"619";"3266";"3";"29";"0";"0";"0";"0";"3";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"36";"0";"51";"0";"0";"0";"0";"10";"0";"97";"0";"121";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"[5310] SIKKA";"53";"5310";"5310999";"21918";"62";"10";"15";"9";"0";"786";"784";"1845";"38";"2";"357";"213";"2147";"627";"108";"0";"0";"0";"45";"33";"12";"0";"137";"19";"5";"348";"78";"5";"0";"0";"30";"4564";"15";"86";"102";"7";"181";"1499";"0";"0";"0";"0";"0";"2374";"14451";"188";"22402";"1459";"2420";"449";"935";"1051";"1082";"205978";"749";"14855";"25";"178";"502";"574";"159";"5802";"38";"337";"102";"0";"7";"810";"2717";"108";"90";"587";"6454";"0";"37041";"5263";"223715";"705";"6535";"19";"47";"0";"0";"4254";"73";"0";"0";"0";"0";"0";"0";"0";"0";"0";"2";"2240";"0";"983";"0";"0";"0";"0";"194";"20";"107";"16";"653";"52";"90";"0";"0";"0";"10";"0";"0";"4";"0";"96"
