"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"jenis_produksi";"n_utp_seluruhnya_dijual";"n_utp_sebagian_besar_dijual";"n_utp_sebagian_besar_dikonsumsi_sendiri";"n_utp_seluruhnya_dikonsumsi_sendiri";"n_utp_belum_dijual"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310010] PAGA";"53";"5310";"5310010";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310010] PAGA";"53";"5310";"5310010";"9";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310011] MEGO";"53";"5310";"5310011";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310011] MEGO";"53";"5310";"5310011";"9";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310012] TANA WAWO";"53";"5310";"5310012";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310012] TANA WAWO";"53";"5310";"5310012";"9";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310020] LELA";"53";"5310";"5310020";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310020] LELA";"53";"5310";"5310020";"9";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310030] BOLA";"53";"5310";"5310030";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310030] BOLA";"53";"5310";"5310030";"9";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310031] DORENG";"53";"5310";"5310031";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310031] DORENG";"53";"5310";"5310031";"9";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310032] MAPITARA";"53";"5310";"5310032";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310032] MAPITARA";"53";"5310";"5310032";"9";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310040] TALIBURA";"53";"5310";"5310040";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310040] TALIBURA";"53";"5310";"5310040";"9";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310041] WAIGETE";"53";"5310";"5310041";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310041] WAIGETE";"53";"5310";"5310041";"9";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310042] WAIBLAMA";"53";"5310";"5310042";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310042] WAIBLAMA";"53";"5310";"5310042";"9";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310050] KEWAPANTE";"53";"5310";"5310050";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310050] KEWAPANTE";"53";"5310";"5310050";"9";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"9";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310052] KANGAE";"53";"5310";"5310052";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310052] KANGAE";"53";"5310";"5310052";"9";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310061] PALUE";"53";"5310";"5310061";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310061] PALUE";"53";"5310";"5310061";"9";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310062] KOTING";"53";"5310";"5310062";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310062] KOTING";"53";"5310";"5310062";"9";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310063] NELLE";"53";"5310";"5310063";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310063] NELLE";"53";"5310";"5310063";"9";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310070] NITA";"53";"5310";"5310070";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310070] NITA";"53";"5310";"5310070";"9";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310071] MAGEPANDA";"53";"5310";"5310071";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310071] MAGEPANDA";"53";"5310";"5310071";"9";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310080] ALOK";"53";"5310";"5310080";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310080] ALOK";"53";"5310";"5310080";"9";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310081] ALOK BARAT";"53";"5310";"5310081";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310081] ALOK BARAT";"53";"5310";"5310081";"9";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"9";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310] SIKKA";"53";"5310";"5310999";"19";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2818";"[5310] SIKKA";"53";"5310";"5310999";"9";"0";"0";"0";"0";"0"
