tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;n_utp_usaha_selain_ternak_besar_produksinya_seluruhnya_dijual;n_utp_usaha_selain_ternak_besar_produksinya_sebagian_besar_dijual;n_utp_usaha_selain_ternak_besar_produksinya_sisanya_dijual;n_utp_usaha_selain_ternak_besar_produksinya_belum_dijual;jumlah;n_utp_usaha_selain_ternak_besar
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310041] WAIGETE;53;5310;5310041;2;2;0;0;4;4
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310052] KANGAE;53;5310;5310052;5;0;0;1;6;6
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310062] KOTING;53;5310;5310062;3;0;0;0;3;3
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310063] NELLE;53;5310;5310063;0;3;0;0;3;3
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310070] NITA;53;5310;5310070;13;11;0;0;24;24
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310071] MAGEPANDA;53;5310;5310071;2;0;0;1;3;3
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310080] ALOK;53;5310;5310080;4;2;0;0;6;6
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310081] ALOK BARAT;53;5310;5310081;8;4;0;0;12;12
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310082] ALOK TIMUR;53;5310;5310082;6;2;1;0;9;9
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4302;[5310] SIKKA;53;5310;5310999;53;26;1;2;82;82
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310020] LELA;53;5310;5310020;1;0;0;0;1;1
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310040] TALIBURA;53;5310;5310040;0;1;0;0;1;1
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310041] WAIGETE;53;5310;5310041;0;1;0;1;2;2
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310050] KEWAPANTE;53;5310;5310050;1;0;0;0;1;1
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310052] KANGAE;53;5310;5310052;1;0;0;0;1;1
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310062] KOTING;53;5310;5310062;0;2;0;0;2;2
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310063] NELLE;53;5310;5310063;1;0;0;1;2;2
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310071] MAGEPANDA;53;5310;5310071;1;0;0;0;1;1
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310081] ALOK BARAT;53;5310;5310081;1;0;0;0;1;1
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4303;[5310] SIKKA;53;5310;5310999;6;4;0;2;12;12
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4304;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310010] PAGA;53;5310;5310010;8;17;17;50;92;92
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310011] MEGO;53;5310;5310011;1;6;3;35;45;45
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310012] TANA WAWO;53;5310;5310012;4;1;3;15;23;23
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310020] LELA;53;5310;5310020;1;1;3;17;22;22
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310030] BOLA;53;5310;5310030;4;3;2;4;13;13
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310031] DORENG;53;5310;5310031;1;0;1;4;6;6
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310040] TALIBURA;53;5310;5310040;11;7;4;21;43;43
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310041] WAIGETE;53;5310;5310041;3;4;9;26;42;42
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310050] KEWAPANTE;53;5310;5310050;7;7;4;11;29;29
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310051] HEWOKLOANG;53;5310;5310051;0;1;0;8;9;9
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310052] KANGAE;53;5310;5310052;12;15;9;26;62;62
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310061] PALUE;53;5310;5310061;0;0;1;1;2;2
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310062] KOTING;53;5310;5310062;2;0;2;10;14;14
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310063] NELLE;53;5310;5310063;4;2;1;13;20;20
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310070] NITA;53;5310;5310070;3;1;4;24;32;32
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310071] MAGEPANDA;53;5310;5310071;8;11;15;52;86;86
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310080] ALOK;53;5310;5310080;15;40;10;35;100;100
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310081] ALOK BARAT;53;5310;5310081;14;9;9;20;52;52
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310082] ALOK TIMUR;53;5310;5310082;16;16;11;35;78;78
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4305;[5310] SIKKA;53;5310;5310999;114;141;108;407;770;770
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4306;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4307;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4308;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4308;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4308;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4308;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4308;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4308;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4308;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4308;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4308;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4308;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4308;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4308;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4308;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4308;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4308;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4308;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4308;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4308;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4308;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4308;[5310081] ALOK BARAT;53;5310;5310081;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4308;[5310082] ALOK TIMUR;53;5310;5310082;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4308;[5310] SIKKA;53;5310;5310999;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4309;[5310010] PAGA;53;5310;5310010;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4309;[5310011] MEGO;53;5310;5310011;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4309;[5310012] TANA WAWO;53;5310;5310012;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4309;[5310020] LELA;53;5310;5310020;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4309;[5310030] BOLA;53;5310;5310030;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4309;[5310031] DORENG;53;5310;5310031;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4309;[5310032] MAPITARA;53;5310;5310032;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4309;[5310040] TALIBURA;53;5310;5310040;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4309;[5310041] WAIGETE;53;5310;5310041;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4309;[5310042] WAIBLAMA;53;5310;5310042;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4309;[5310050] KEWAPANTE;53;5310;5310050;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4309;[5310051] HEWOKLOANG;53;5310;5310051;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4309;[5310052] KANGAE;53;5310;5310052;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4309;[5310061] PALUE;53;5310;5310061;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4309;[5310062] KOTING;53;5310;5310062;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4309;[5310063] NELLE;53;5310;5310063;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4309;[5310070] NITA;53;5310;5310070;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4309;[5310071] MAGEPANDA;53;5310;5310071;0;0;0;0;0;0
BAB_6_tabel_6_27_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;4309;[5310080] ALOK;53;5310;5310080;0;0;0;0;0;0
