"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup";"sum_luas_tanam";"mean_luas_tanam_per_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310010] PAGA";"53";"5310";"5310010";"895";"265.00";"2960.89"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310011] MEGO";"53";"5310";"5310011";"1174";"398.54";"3394.71"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310012] TANA WAWO";"53";"5310";"5310012";"1416";"341.09";"2408.82"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310020] LELA";"53";"5310";"5310020";"27";"4.76";"1762.96"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310030] BOLA";"53";"5310";"5310030";"217";"11.40";"525.34"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310031] DORENG";"53";"5310";"5310031";"76";"10.02";"1318.42"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310032] MAPITARA";"53";"5310";"5310032";"798";"140.24";"1757.39"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310040] TALIBURA";"53";"5310";"5310040";"2851";"857.91";"3009.15"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310041] WAIGETE";"53";"5310";"5310041";"1792";"325.93";"1818.80"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310042] WAIBLAMA";"53";"5310";"5310042";"1393";"399.74";"2869.63"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310050] KEWAPANTE";"53";"5310";"5310050";"94";"12.06";"1282.97"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"131";"8.99";"686.25"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310052] KANGAE";"53";"5310";"5310052";"16";"5.58";"3487.50"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310061] PALUE";"53";"5310";"5310061";-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310062] KOTING";"53";"5310";"5310062";"49";"5.19";"1059.18"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310063] NELLE";"53";"5310";"5310063";"2";"0.15";"750.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310070] NITA";"53";"5310";"5310070";"697";"50.32";"721.95"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310071] MAGEPANDA";"53";"5310";"5310071";"348";"51.66";"1484.48"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310080] ALOK";"53";"5310";"5310080";"32";"5.78";"1806.25"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310081] ALOK BARAT";"53";"5310";"5310081";"141";"11.84";"839.71"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"32";"13.59";"4246.87"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1102";"[5310] SIKKA";"53";"5310";"5310999";"12181";"2919.80";"2397.01"
