"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_tunggal";"n_rtup_campuran";"n_rtup_tumpang_sari";"n_rtup_asosiasi_antar_semusim";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310010] PAGA";"53";"5310";"5310010";"7";"0";"0";"0";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310011] MEGO";"53";"5310";"5310011";"4";"0";"0";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310012] TANA WAWO";"53";"5310";"5310012";"0";"1";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310020] LELA";"53";"5310";"5310020";"2";"9";"0";"0";"11"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310030] BOLA";"53";"5310";"5310030";"3";"1";"0";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310031] DORENG";"53";"5310";"5310031";"0";"1";"2";"0";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310032] MAPITARA";"53";"5310";"5310032";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310040] TALIBURA";"53";"5310";"5310040";"15";"6";"1";"2";"24"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310041] WAIGETE";"53";"5310";"5310041";"27";"12";"8";"2";"49"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310042] WAIBLAMA";"53";"5310";"5310042";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310050] KEWAPANTE";"53";"5310";"5310050";"14";"19";"10";"0";"43"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"0";"1";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310052] KANGAE";"53";"5310";"5310052";"4";"2";"2";"0";"8"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310061] PALUE";"53";"5310";"5310061";"1";"0";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310062] KOTING";"53";"5310";"5310062";"1";"1";"0";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310063] NELLE";"53";"5310";"5310063";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310070] NITA";"53";"5310";"5310070";"12";"2";"2";"0";"16"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310071] MAGEPANDA";"53";"5310";"5310071";"168";"7";"9";"8";"192"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310080] ALOK";"53";"5310";"5310080";"5";"1";"0";"0";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310081] ALOK BARAT";"53";"5310";"5310081";"171";"3";"10";"0";"183"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"5";"4";"0";"0";"9"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2421";"[5310] SIKKA";"53";"5310";"5310999";"439";"70";"44";"12";"564"
