"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_utp_tunggal";"n_utp_campuran";"n_utp_tumpang_sari";"n_utp_asosiasi_antar_semusim";"n_utp_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310010] PAGA";"53";"5310";"5310010";"1126160";"106";"345";"4";"3";"458";"458"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310011] MEGO";"53";"5310";"5310011";"966450";"11";"528";"2";"1";"542";"542"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310012] TANA WAWO";"53";"5310";"5310012";"805265";"8";"206";"0";"1";"215";"215"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310020] LELA";"53";"5310";"5310020";"724653";"20";"536";"0";"4";"560";"560"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310030] BOLA";"53";"5310";"5310030";"644068";"12";"723";"0";"6";"741";"741"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310031] DORENG";"53";"5310";"5310031";"724493";"3";"403";"0";"0";"406";"406"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310032] MAPITARA";"53";"5310";"5310032";"321970";"0";"31";"0";"0";"31";"31"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310040] TALIBURA";"53";"5310";"5310040";"1607958";"100";"772";"28";"387";"1287";"1280"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310041] WAIGETE";"53";"5310";"5310041";"883817";"57";"905";"137";"108";"1207";"1201"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310042] WAIBLAMA";"53";"5310";"5310042";"562366";"5";"112";"26";"115";"258";"256"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310050] KEWAPANTE";"53";"5310";"5310050";"722970";"97";"696";"18";"23";"834";"832"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"562254";"16";"806";"1";"2";"825";"825"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310052] KANGAE";"53";"5310";"5310052";"722826";"112";"635";"41";"12";"800";"798"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310061] PALUE";"53";"5310";"5310061";"643152";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310062] KOTING";"53";"5310";"5310062";"562912";"17";"503";"0";"2";"522";"522"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310063] NELLE";"53";"5310";"5310063";"402050";"24";"482";"2";"1";"509";"509"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310070] NITA";"53";"5310";"5310070";"1206000";"34";"1257";"1";"8";"1300";"1298"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310071] MAGEPANDA";"53";"5310";"5310071";"643108";"117";"96";"34";"32";"279";"278"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310080] ALOK";"53";"5310";"5310080";"562667";"114";"109";"7";"39";"269";"268"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310081] ALOK BARAT";"53";"5310";"5310081";"321502";"56";"27";"7";"1";"91";"91"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"885472";"53";"269";"6";"17";"345";"345"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2153_2157";"[5310] SIKKA";"53";"5310";"5310999";"15602113";"962";"9441";"314";"762";"11479";"11456"
