"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_utp_tunggal";"n_utp_campuran";"n_utp_tumpang_sari";"n_utp_asosiasi_antar_semusim";"n_utp_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310010] PAGA";"53";"5310";"5310010";"72927491";"5";"20";"0";"0";"25";"25"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310011] MEGO";"53";"5310";"5310011";"62509122";"0";"9";"0";"0";"9";"9"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310012] TANA WAWO";"53";"5310";"5310012";"52090825";"0";"21";"0";"0";"21";"21"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310020] LELA";"53";"5310";"5310020";"46882014";"1";"32";"0";"0";"33";"33"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310030] BOLA";"53";"5310";"5310030";"41673468";"2";"79";"0";"0";"81";"81"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310031] DORENG";"53";"5310";"5310031";"46882575";"0";"16";"0";"0";"16";"16"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310032] MAPITARA";"53";"5310";"5310032";"20836674";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310040] TALIBURA";"53";"5310";"5310040";"104183130";"8";"89";"3";"160";"260";"260"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310041] WAIGETE";"53";"5310";"5310041";"57300551";"16";"62";"4";"2";"84";"84"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310042] WAIBLAMA";"53";"5310";"5310042";"36463686";"2";"4";"9";"6";"21";"21"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310050] KEWAPANTE";"53";"5310";"5310050";"46881045";"32";"260";"7";"10";"309";"309"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"36462979";"2";"142";"0";"0";"144";"144"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310052] KANGAE";"53";"5310";"5310052";"46880901";"20";"104";"4";"3";"131";"131"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310061] PALUE";"53";"5310";"5310061";"41671844";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310062] KOTING";"53";"5310";"5310062";"36462811";"0";"16";"0";"0";"16";"16"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310063] NELLE";"53";"5310";"5310063";"26044835";"1";"31";"0";"0";"32";"32"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310070] NITA";"53";"5310";"5310070";"78134712";"2";"79";"1";"1";"83";"83"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310071] MAGEPANDA";"53";"5310";"5310071";"41672516";"11";"5";"1";"1";"18";"18"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310080] ALOK";"53";"5310";"5310080";"36463399";"13";"17";"0";"11";"41";"41"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310081] ALOK BARAT";"53";"5310";"5310081";"20836206";"13";"6";"2";"0";"21";"21"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"57299484";"5";"16";"0";"1";"22";"22"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310] SIKKA";"53";"5310";"5310999";"1010560268";"133";"1008";"31";"195";"1367";"1367"
