"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_utp_tunggal";"n_utp_campuran";"n_utp_tumpang_sari";"n_utp_asosiasi_antar_semusim";"n_utp_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2124_2128";"[5310010] PAGA";"53";"5310";"5310010";"10871287";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2124_2128";"[5310011] MEGO";"53";"5310";"5310011";"9318090";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2124_2128";"[5310012] TANA WAWO";"53";"5310";"5310012";"7764965";"0";"7";"0";"0";"7";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2124_2128";"[5310020] LELA";"53";"5310";"5310020";"6988383";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2124_2128";"[5310030] BOLA";"53";"5310";"5310030";"6211828";"0";"2";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2124_2128";"[5310031] DORENG";"53";"5310";"5310031";"6988584";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2124_2128";"[5310032] MAPITARA";"53";"5310";"5310032";"3106326";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2124_2128";"[5310040] TALIBURA";"53";"5310";"5310040";"15531390";"0";"5";"0";"0";"5";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2124_2128";"[5310041] WAIGETE";"53";"5310";"5310041";"8542094";"1";"2";"0";"0";"3";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2124_2128";"[5310042] WAIBLAMA";"53";"5310";"5310042";"5435815";"0";"0";"3";"0";"3";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2124_2128";"[5310050] KEWAPANTE";"53";"5310";"5310050";"6988833";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2124_2128";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"5436415";"0";"6";"0";"0";"6";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2124_2128";"[5310052] KANGAE";"53";"5310";"5310052";"6991893";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2124_2128";"[5310061] PALUE";"53";"5310";"5310061";"6214948";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2124_2128";"[5310062] KOTING";"53";"5310";"5310062";"5438027";"0";"10";"0";"0";"10";"10"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2124_2128";"[5310063] NELLE";"53";"5310";"5310063";"3884275";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2124_2128";"[5310070] NITA";"53";"5310";"5310070";"11652675";"0";"9";"0";"0";"9";"9"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2124_2128";"[5310071] MAGEPANDA";"53";"5310";"5310071";"6214668";"1";"1";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2124_2128";"[5310080] ALOK";"53";"5310";"5310080";"5438020";"1";"0";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2124_2128";"[5310081] ALOK BARAT";"53";"5310";"5310081";"3107758";"1";"0";"0";"0";"1";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2124_2128";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"8546252";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2124_2128";"[5310] SIKKA";"53";"5310";"5310999";"150672526";"4";"46";"3";"0";"53";"54"
