"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_budidaya";"n_rtup_pembibitan";"n_rtup_budidaya_dan_pembibitan";"n_rtup_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310010] PAGA";"53";"5310";"5310010";"26";"0";"0";"26";"26"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310011] MEGO";"53";"5310";"5310011";"44";"0";"0";"44";"44"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310012] TANA WAWO";"53";"5310";"5310012";"64";"0";"0";"64";"64"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310020] LELA";"53";"5310";"5310020";"10";"0";"0";"10";"10"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310030] BOLA";"53";"5310";"5310030";"73";"0";"0";"73";"73"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310031] DORENG";"53";"5310";"5310031";"18";"0";"0";"18";"18"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310032] MAPITARA";"53";"5310";"5310032";"2";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310040] TALIBURA";"53";"5310";"5310040";"287";"0";"1";"288";"288"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310041] WAIGETE";"53";"5310";"5310041";"16";"0";"0";"16";"16"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310042] WAIBLAMA";"53";"5310";"5310042";"19";"0";"0";"19";"19"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310050] KEWAPANTE";"53";"5310";"5310050";"17";"0";"0";"17";"17"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"11";"0";"0";"11";"11"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310052] KANGAE";"53";"5310";"5310052";"14";"0";"0";"14";"14"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310061] PALUE";"53";"5310";"5310061";"17";"0";"0";"17";"17"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310062] KOTING";"53";"5310";"5310062";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310063] NELLE";"53";"5310";"5310063";"2";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310070] NITA";"53";"5310";"5310070";"127";"0";"0";"127";"127"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310071] MAGEPANDA";"53";"5310";"5310071";"4";"0";"0";"4";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310080] ALOK";"53";"5310";"5310080";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310081] ALOK BARAT";"53";"5310";"5310081";"3";"0";"0";"3";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"4";"0";"0";"4";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1206";"[5310] SIKKA";"53";"5310";"5310999";"760";"0";"1";"761";"761"
