"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_utp_budidaya";"n_utp_pembibitan";"n_utp_budidaya_dan_pembibitan";"n_utp_jumlah";"n_utp_budidaya_jumlah";"n_utp_pembibitan_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310010] PAGA";"53";"5310";"5310010";"15658657";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310011] MEGO";"53";"5310";"5310011";"13420954";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310012] TANA WAWO";"53";"5310";"5310012";"11183025";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310020] LELA";"53";"5310";"5310020";"10064637";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310030] BOLA";"53";"5310";"5310030";"8946276";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310031] DORENG";"53";"5310";"5310031";"10064484";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310032] MAPITARA";"53";"5310";"5310032";"4473078";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310040] TALIBURA";"53";"5310";"5310040";"22365150";"2";"0";"0";"2";"2";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310041] WAIGETE";"53";"5310";"5310041";"12300811";"4";"0";"0";"4";"4";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310042] WAIBLAMA";"53";"5310";"5310042";"7828674";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310050] KEWAPANTE";"53";"5310";"5310050";"10065366";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"7828562";"3";"0";"0";"3";"3";"0";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310052] KANGAE";"53";"5310";"5310052";"10065222";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310061] PALUE";"53";"5310";"5310061";"8946796";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310062] KOTING";"53";"5310";"5310062";"7828394";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310063] NELLE";"53";"5310";"5310063";"5591680";"2";"0";"0";"2";"2";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310070] NITA";"53";"5310";"5310070";"16774890";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310071] MAGEPANDA";"53";"5310";"5310071";"8943391";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310080] ALOK";"53";"5310";"5310080";"7806274";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310081] ALOK BARAT";"53";"5310";"5310081";"4460706";"3";"0";"0";"3";"3";"0";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"12266859";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2120_2122";"[5310] SIKKA";"53";"5310";"5310999";"216883886";"19";"0";"0";"19";"19";"0";"19"
