tabel;id_prov;id_kab;id_komoditas;id_kec;prov;kab;kec;ID;n_rtup;sum_jumlah_tanaman_belum_menghasilkan;sum_jumlah_tanaman_menghasilkan;sum_jumlah_tanaman_tidak_menghasilkan;sum_produksi_volume;sum_produksi_nilai
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310062] KOTING;53;5310;5310062;7464299;1;6;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310063] NELLE;53;5310;5310063;5332375;2;3;4;0;11;45
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310070] NITA;53;5310;5310070;15996975;1;0;2;0;3.25;65
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310071] MAGEPANDA;53;5310;5310071;8531628;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310080] ALOK;53;5310;5310080;7465122;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310081] ALOK BARAT;53;5310;5310081;4265762;3;0;9;3;155;110
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310082] ALOK TIMUR;53;5310;5310082;11730763;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2120;[5310] SIKKA;53;5310;5310999;206848951;16;12;30;3;279.25;690
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2121;[5310010] PAGA;53;5310;5310010;18939459;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2121;[5310011] MEGO;53;5310;5310011;16233666;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2121;[5310012] TANA WAWO;53;5310;5310012;13528183;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2121;[5310020] LELA;53;5310;5310020;12176136;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2121;[5310030] BOLA;53;5310;5310030;10823164;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2121;[5310031] DORENG;53;5310;5310031;12175983;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2121;[5310032] MAPITARA;53;5310;5310032;5411522;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2121;[5310040] TALIBURA;53;5310;5310040;27057370;1;0;17;0;16320;61200
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2121;[5310041] WAIGETE;53;5310;5310041;14882454;1;1;1;0;6;125
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2121;[5310042] WAIBLAMA;53;5310;5310042;9472407;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2121;[5310050] KEWAPANTE;53;5310;5310050;12178737;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2121;[5310051] HEWOKLOANG;53;5310;5310051;9472295;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2121;[5310052] KANGAE;53;5310;5310052;12178593;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2121;[5310061] PALUE;53;5310;5310061;10825348;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2121;[5310062] KOTING;53;5310;5310062;9472127;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2121;[5310063] NELLE;53;5310;5310063;6765775;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2121;[5310070] NITA;53;5310;5310070;20298484;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2121;[5310071] MAGEPANDA;53;5310;5310071;10826020;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2121;[5310080] ALOK;53;5310;5310080;9472715;1;0;14;0;308;9240
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2121;[5310081] ALOK BARAT;53;5310;5310081;5412958;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2121;[5310082] ALOK TIMUR;53;5310;5310082;14885552;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2121;[5310] SIKKA;53;5310;5310999;262488948;3;1;32;0;16634;70565
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2122;[5310010] PAGA;53;5310;5310010;19892425;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2122;[5310011] MEGO;53;5310;5310011;17050494;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2122;[5310012] TANA WAWO;53;5310;5310012;14208635;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2122;[5310020] LELA;53;5310;5310020;12787686;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2122;[5310030] BOLA;53;5310;5310030;11368900;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2122;[5310031] DORENG;53;5310;5310031;12790737;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2122;[5310032] MAPITARA;53;5310;5310032;5684746;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2122;[5310040] TALIBURA;53;5310;5310040;28423490;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2122;[5310041] WAIGETE;53;5310;5310041;15632749;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2122;[5310042] WAIBLAMA;53;5310;5310042;9948050;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2122;[5310050] KEWAPANTE;53;5310;5310050;12791111;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2122;[5310051] HEWOKLOANG;53;5310;5310051;9948771;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2122;[5310052] KANGAE;53;5310;5310052;12791205;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2122;[5310061] PALUE;53;5310;5310061;11369892;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2122;[5310062] KOTING;53;5310;5310062;9948603;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2122;[5310063] NELLE;53;5310;5310063;7106115;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2122;[5310070] NITA;53;5310;5310070;21318195;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2122;[5310071] MAGEPANDA;53;5310;5310071;11368898;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2122;[5310080] ALOK;53;5310;5310080;9947525;1;0;12;0;264;7920
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2122;[5310081] ALOK BARAT;53;5310;5310081;5684278;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2122;[5310082] ALOK TIMUR;53;5310;5310082;15631682;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2122;[5310] SIKKA;53;5310;5310999;275694187;1;0;12;0;264;7920
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2123;[5310010] PAGA;53;5310;5310010;18745097;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2123;[5310011] MEGO;53;5310;5310011;16067070;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2123;[5310012] TANA WAWO;53;5310;5310012;13389115;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2123;[5310020] LELA;53;5310;5310020;12050118;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2123;[5310030] BOLA;53;5310;5310030;10711148;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2123;[5310031] DORENG;53;5310;5310031;12050322;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2123;[5310032] MAPITARA;53;5310;5310032;5355990;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2123;[5310040] TALIBURA;53;5310;5310040;26779710;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2123;[5310041] WAIGETE;53;5310;5310041;14728670;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2123;[5310042] WAIBLAMA;53;5310;5310042;9372727;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2123;[5310050] KEWAPANTE;53;5310;5310050;12050577;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2123;[5310051] HEWOKLOANG;53;5310;5310051;9372496;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2123;[5310052] KANGAE;53;5310;5310052;12049362;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2123;[5310061] PALUE;53;5310;5310061;10710476;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2123;[5310062] KOTING;53;5310;5310062;9371614;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2123;[5310063] NELLE;53;5310;5310063;6693980;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2123;[5310070] NITA;53;5310;5310070;20081790;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2123;[5310071] MAGEPANDA;53;5310;5310071;10710196;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2123;[5310080] ALOK;53;5310;5310080;9371488;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2123;[5310081] ALOK BARAT;53;5310;5310081;5355522;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2123;[5310082] ALOK TIMUR;53;5310;5310082;14727603;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2123;[5310] SIKKA;53;5310;5310999;259745071;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2124;[5310010] PAGA;53;5310;5310010;35886375;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2124;[5310011] MEGO;53;5310;5310011;30760818;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2124;[5310012] TANA WAWO;53;5310;5310012;25633905;6;0;70;0;150;2200
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2124;[5310020] LELA;53;5310;5310020;23070429;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2124;[5310030] BOLA;53;5310;5310030;20506980;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2124;[5310031] DORENG;53;5310;5310031;23070276;1;15;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2124;[5310032] MAPITARA;53;5310;5310032;10253430;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2124;[5310040] TALIBURA;53;5310;5310040;51265244;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2124;[5310041] WAIGETE;53;5310;5310041;28195321;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2124;[5310042] WAIBLAMA;53;5310;5310042;17942414;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2124;[5310050] KEWAPANTE;53;5310;5310050;23068746;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2124;[5310051] HEWOKLOANG;53;5310;5310051;17942302;2;19;24;4;26;1730
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2124;[5310052] KANGAE;53;5310;5310052;23068602;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2124;[5310061] PALUE;53;5310;5310061;20506070;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2124;[5310062] KOTING;53;5310;5310062;17942967;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2124;[5310063] NELLE;53;5310;5310063;12816375;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2124;[5310070] NITA;53;5310;5310070;38448975;1;3;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2124;[5310071] MAGEPANDA;53;5310;5310071;20506028;1;0;2;0;3200;1600
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2124;[5310080] ALOK;53;5310;5310080;17942722;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2124;[5310081] ALOK BARAT;53;5310;5310081;10252962;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2124;[5310082] ALOK TIMUR;53;5310;5310082;28188075;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2124;[5310] SIKKA;53;5310;5310999;497269016;11;37;96;4;3376;5530
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2125;[5310010] PAGA;53;5310;5310010;34682249;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2125;[5310011] MEGO;53;5310;5310011;29727486;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2125;[5310012] TANA WAWO;53;5310;5310012;24771605;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2125;[5310020] LELA;53;5310;5310020;22294359;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2125;[5310030] BOLA;53;5310;5310030;19817140;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2125;[5310031] DORENG;53;5310;5310031;22294206;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2125;[5310032] MAPITARA;53;5310;5310032;9908510;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2125;[5310040] TALIBURA;53;5310;5310040;49542429;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2125;[5310041] WAIGETE;53;5310;5310041;27249409;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2125;[5310042] WAIBLAMA;53;5310;5310042;17340470;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2125;[5310050] KEWAPANTE;53;5310;5310050;22294818;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2125;[5310051] HEWOKLOANG;53;5310;5310051;17340358;1;15;4;0;20;300
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2125;[5310052] KANGAE;53;5310;5310052;22294674;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2125;[5310061] PALUE;53;5310;5310061;19817420;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2125;[5310062] KOTING;53;5310;5310062;17340190;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2125;[5310063] NELLE;53;5310;5310063;12383440;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2125;[5310070] NITA;53;5310;5310070;37148385;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2125;[5310071] MAGEPANDA;53;5310;5310071;19812380;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2125;[5310080] ALOK;53;5310;5310080;17335780;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2125;[5310081] ALOK BARAT;53;5310;5310081;9906138;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2125;[5310082] ALOK TIMUR;53;5310;5310082;27241797;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2125;[5310] SIKKA;53;5310;5310999;480543243;1;15;4;0;20;300
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2126;[5310010] PAGA;53;5310;5310010;35631855;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2126;[5310011] MEGO;53;5310;5310011;30541434;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2126;[5310012] TANA WAWO;53;5310;5310012;25451085;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2126;[5310020] LELA;53;5310;5310020;22906843;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2126;[5310030] BOLA;53;5310;5310030;20361676;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2126;[5310031] DORENG;53;5310;5310031;22906809;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2126;[5310032] MAPITARA;53;5310;5310032;10180778;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2126;[5310040] TALIBURA;53;5310;5310040;50903650;1;2;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2126;[5310041] WAIGETE;53;5310;5310041;27996837;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2126;[5310042] WAIBLAMA;53;5310;5310042;17825262;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2126;[5310050] KEWAPANTE;53;5310;5310050;22918122;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2126;[5310051] HEWOKLOANG;53;5310;5310051;17825150;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2126;[5310052] KANGAE;53;5310;5310052;22917978;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2126;[5310061] PALUE;53;5310;5310061;20371468;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2126;[5310062] KOTING;53;5310;5310062;17824982;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2126;[5310063] NELLE;53;5310;5310063;12732100;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2126;[5310070] NITA;53;5310;5310070;38197102;1;0;2;0;4;230
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2126;[5310071] MAGEPANDA;53;5310;5310071;20372140;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2126;[5310080] ALOK;53;5310;5310080;17825570;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2126;[5310081] ALOK BARAT;53;5310;5310081;10186018;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2126;[5310082] ALOK TIMUR;53;5310;5310082;28011467;1;1;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2126;[5310] SIKKA;53;5310;5310999;493888326;3;3;2;0;4;230
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2127;[5310010] PAGA;53;5310;5310010;39593785;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2127;[5310011] MEGO;53;5310;5310011;33937374;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2127;[5310012] TANA WAWO;53;5310;5310012;28281035;1;0;2;0;24;600
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2127;[5310020] LELA;53;5310;5310020;25452846;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2127;[5310030] BOLA;53;5310;5310030;22623494;1;0;2;0;2;50
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2127;[5310031] DORENG;53;5310;5310031;25447338;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2127;[5310032] MAPITARA;53;5310;5310032;11309902;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2127;[5310040] TALIBURA;53;5310;5310040;56549270;4;25;1;1;8;200
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2127;[5310041] WAIGETE;53;5310;5310041;31101928;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2127;[5310042] WAIBLAMA;53;5310;5310042;19792073;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2127;[5310050] KEWAPANTE;53;5310;5310050;25447236;1;5;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2127;[5310051] HEWOKLOANG;53;5310;5310051;19792794;2;4;4;0;45;1475
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2127;[5310052] KANGAE;53;5310;5310052;25447806;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2127;[5310061] PALUE;53;5310;5310061;22620204;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2127;[5310062] KOTING;53;5310;5310062;19792626;1;0;2;0;20;200
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2127;[5310063] NELLE;53;5310;5310063;14137560;0;0;0;0;0;0
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2127;[5310070] NITA;53;5310;5310070;42412530;6;190;111;0;260;890
BAB_4_tabel_4_58_komoditas;[53] NUSA TENGGARA TIMUR;[5310] SIKKA;2127;[5310071] MAGEPANDA;53;5310;5310071;22619688;1;0;1;0;280;105
