"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup_tunggal";"n_rtup_campuran";"n_rtup_tumpang_sari";"n_rtup_asosiasi_antar_semusim";"n_rtup_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2125";"[5310010] PAGA";"53";"5310";"5310010";"51582446";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2125";"[5310011] MEGO";"53";"5310";"5310011";"44217414";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2125";"[5310012] TANA WAWO";"53";"5310";"5310012";"36847735";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2125";"[5310020] LELA";"53";"5310";"5310020";"33162876";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2125";"[5310030] BOLA";"53";"5310";"5310030";"29478044";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2125";"[5310031] DORENG";"53";"5310";"5310031";"33162723";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2125";"[5310032] MAPITARA";"53";"5310";"5310032";"14738962";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2125";"[5310040] TALIBURA";"53";"5310";"5310040";"73696143";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2125";"[5310041] WAIGETE";"53";"5310";"5310041";"40533174";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2125";"[5310042] WAIBLAMA";"53";"5310";"5310042";"25793775";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2125";"[5310050] KEWAPANTE";"53";"5310";"5310050";"33163353";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2125";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"25793663";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2125";"[5310052] KANGAE";"53";"5310";"5310052";"33163209";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2125";"[5310061] PALUE";"53";"5310";"5310061";"29477977";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2125";"[5310062] KOTING";"53";"5310";"5310062";"25792648";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2125";"[5310063] NELLE";"53";"5310";"5310063";"18423290";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2125";"[5310070] NITA";"53";"5310";"5310070";"55269720";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2125";"[5310071] MAGEPANDA";"53";"5310";"5310071";"29477092";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2125";"[5310080] ALOK";"53";"5310";"5310080";"25792403";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2125";"[5310081] ALOK BARAT";"53";"5310";"5310081";"14738494";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2125";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"40530776";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2125";"[5310] SIKKA";"53";"5310";"5310999";"714835917";"0";"1";"0";"0";"1";"1"
