"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_utp_tunggal";"n_utp_campuran";"n_utp_tumpang_sari";"n_utp_asosiasi_antar_semusim";"n_utp_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2507";"[5310010] PAGA";"53";"5310";"5310010";"82782399";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2507";"[5310011] MEGO";"53";"5310";"5310011";"70956186";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2507";"[5310012] TANA WAWO";"53";"5310";"5310012";"59130045";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2507";"[5310020] LELA";"53";"5310";"5310020";"53217660";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2507";"[5310030] BOLA";"53";"5310";"5310030";"47305020";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2507";"[5310031] DORENG";"53";"5310";"5310031";"53218071";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2507";"[5310032] MAPITARA";"53";"5310";"5310032";"23652450";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2507";"[5310040] TALIBURA";"53";"5310";"5310040";"118262010";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2507";"[5310041] WAIGETE";"53";"5310";"5310041";"65043935";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2507";"[5310042] WAIBLAMA";"53";"5310";"5310042";"41391532";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2507";"[5310050] KEWAPANTE";"53";"5310";"5310050";"53216198";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2507";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"41386471";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2507";"[5310052] KANGAE";"53";"5310";"5310052";"53211105";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2507";"[5310061] PALUE";"53";"5310";"5310061";"47298692";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2507";"[5310062] KOTING";"53";"5310";"5310062";"41386303";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2507";"[5310063] NELLE";"53";"5310";"5310063";"29561615";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2507";"[5310070] NITA";"53";"5310";"5310070";"88684695";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2507";"[5310071] MAGEPANDA";"53";"5310";"5310071";"47298412";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2507";"[5310080] ALOK";"53";"5310";"5310080";"41386058";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2507";"[5310081] ALOK BARAT";"53";"5310";"5310081";"23649296";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2507";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"65036653";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2507";"[5310] SIKKA";"53";"5310";"5310999";"1147074806";"0";"0";"0";"0";"0";"0"
