"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_utp_budidaya";"n_utp_pembibitan";"n_utp_budidaya_dan_pembibitan";"n_utp_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310010] PAGA";"53";"5310";"5310010";"27";"0";"0";"27";"27"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310011] MEGO";"53";"5310";"5310011";"4";"0";"0";"4";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310012] TANA WAWO";"53";"5310";"5310012";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310020] LELA";"53";"5310";"5310020";"5";"0";"0";"5";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310030] BOLA";"53";"5310";"5310030";"10";"0";"0";"10";"10"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310031] DORENG";"53";"5310";"5310031";"2";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310032] MAPITARA";"53";"5310";"5310032";"14";"0";"0";"14";"14"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310040] TALIBURA";"53";"5310";"5310040";"83";"0";"0";"83";"83"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310041] WAIGETE";"53";"5310";"5310041";"308";"0";"0";"308";"308"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310042] WAIBLAMA";"53";"5310";"5310042";"2";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310050] KEWAPANTE";"53";"5310";"5310050";"316";"0";"0";"316";"316"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"21";"0";"0";"21";"21"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310052] KANGAE";"53";"5310";"5310052";"1262";"0";"1";"1263";"1263"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310061] PALUE";"53";"5310";"5310061";"755";"0";"0";"755";"755"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310062] KOTING";"53";"5310";"5310062";"8";"0";"0";"8";"8"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310063] NELLE";"53";"5310";"5310063";"75";"0";"0";"75";"75"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310070] NITA";"53";"5310";"5310070";"7";"0";"0";"7";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310071] MAGEPANDA";"53";"5310";"5310071";"183";"0";"0";"183";"183"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310080] ALOK";"53";"5310";"5310080";"816";"0";"0";"816";"816"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310081] ALOK BARAT";"53";"5310";"5310081";"29";"0";"0";"29";"29"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"703";"0";"0";"703";"703"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1204";"[5310] SIKKA";"53";"5310";"5310999";"4630";"0";"1";"4631";"4631"
