"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"persentase_rtup_seluruhnya_dijual";"persentase_rtup_sebagian_besar_dijual";"persentase_rtup_sebagian_besar_dikonsumsi";"persentase_rtup_belum_dijual"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310010] PAGA";"53";"5310";"5310010";-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310011] MEGO";"53";"5310";"5310011";"100.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310012] TANA WAWO";"53";"5310";"5310012";-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310020] LELA";"53";"5310";"5310020";-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310030] BOLA";"53";"5310";"5310030";"95.00";"5.00";"0.00";"1.25"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310031] DORENG";"53";"5310";"5310031";"80.00";"20.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310032] MAPITARA";"53";"5310";"5310032";"100.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310040] TALIBURA";"53";"5310";"5310040";"20.00";"80.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310041] WAIGETE";"53";"5310";"5310041";"28.57";"69.31";"0.26";"2.12"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310042] WAIBLAMA";"53";"5310";"5310042";-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310050] KEWAPANTE";"53";"5310";"5310050";"42.55";"57.45";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"30.77";"69.23";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310052] KANGAE";"53";"5310";"5310052";"31.41";"68.06";"0.52";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310061] PALUE";"53";"5310";"5310061";-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310062] KOTING";"53";"5310";"5310062";"100.00";"0.00";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310063] NELLE";"53";"5310";"5310063";"44.14";"54.48";"0.69";"0.69"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310070] NITA";"53";"5310";"5310070";-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310071] MAGEPANDA";"53";"5310";"5310071";-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310080] ALOK";"53";"5310";"5310080";"78.13";"21.88";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310081] ALOK BARAT";"53";"5310";"5310081";"66.67";"33.33";"0.00";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"76.65";"22.91";"0.44";"0.00"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3121";"[5310] SIKKA";"53";"5310";"5310999";"47.13";"51.85";"0.34";"0.84"
