"id_prov";"id_kab";"id_kategori_subsektor";"id_kec";"prov";"kab";"kec";"kategori_subsektor";"n_utp_subsektor_st2023";"n_upb_subsektor_st2023";"n_utl_subsektor_st2023";"n_total_subsektor_st2023"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310052] KANGAE";"53";"5310";"5310052";"Jasa Pertanian";"10";"0";"0";"10"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0";"[5310061] PALUE";"53";"5310";"5310061";"Pertanian";"1890";"0";"0";"1890"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310061] PALUE";"53";"5310";"5310061";"Tanaman Pangan";"1817";"0";"0";"1817"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.1";"[5310061] PALUE";"53";"5310";"5310061";"Padi";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.2";"[5310061] PALUE";"53";"5310";"5310061";"Palawija";"1817";"0";"0";"1817"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310061] PALUE";"53";"5310";"5310061";"Hortikultura";"27";"0";"0";"27"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310061] PALUE";"53";"5310";"5310061";"Perkebunan";"1394";"0";"0";"1394"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310061] PALUE";"53";"5310";"5310061";"Peternakan";"628";"0";"0";"628"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310061] PALUE";"53";"5310";"5310061";"Perikanan";"168";"0";"0";"168"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.1";"[5310061] PALUE";"53";"5310";"5310061";"Budidaya Ikan";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.2";"[5310061] PALUE";"53";"5310";"5310061";"Penangkapan Ikan";"168";"0";"0";"168"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310061] PALUE";"53";"5310";"5310061";"Kehutanan";"7";"0";"0";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310061] PALUE";"53";"5310";"5310061";"Jasa Pertanian";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0";"[5310062] KOTING";"53";"5310";"5310062";"Pertanian";"1319";"0";"1";"1320"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310062] KOTING";"53";"5310";"5310062";"Tanaman Pangan";"781";"0";"0";"781"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.1";"[5310062] KOTING";"53";"5310";"5310062";"Padi";"65";"0";"0";"65"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.2";"[5310062] KOTING";"53";"5310";"5310062";"Palawija";"767";"0";"0";"767"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310062] KOTING";"53";"5310";"5310062";"Hortikultura";"816";"0";"0";"816"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310062] KOTING";"53";"5310";"5310062";"Perkebunan";"1149";"0";"1";"1150"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310062] KOTING";"53";"5310";"5310062";"Peternakan";"776";"0";"0";"776"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310062] KOTING";"53";"5310";"5310062";"Perikanan";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.1";"[5310062] KOTING";"53";"5310";"5310062";"Budidaya Ikan";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.2";"[5310062] KOTING";"53";"5310";"5310062";"Penangkapan Ikan";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310062] KOTING";"53";"5310";"5310062";"Kehutanan";"267";"0";"0";"267"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310062] KOTING";"53";"5310";"5310062";"Jasa Pertanian";"11";"0";"0";"11"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0";"[5310063] NELLE";"53";"5310";"5310063";"Pertanian";"1085";"0";"1";"1086"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310063] NELLE";"53";"5310";"5310063";"Tanaman Pangan";"688";"0";"0";"688"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.1";"[5310063] NELLE";"53";"5310";"5310063";"Padi";"10";"0";"0";"10"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.2";"[5310063] NELLE";"53";"5310";"5310063";"Palawija";"683";"0";"0";"683"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310063] NELLE";"53";"5310";"5310063";"Hortikultura";"577";"0";"0";"577"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310063] NELLE";"53";"5310";"5310063";"Perkebunan";"806";"0";"1";"807"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310063] NELLE";"53";"5310";"5310063";"Peternakan";"864";"0";"0";"864"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310063] NELLE";"53";"5310";"5310063";"Perikanan";"3";"0";"0";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.1";"[5310063] NELLE";"53";"5310";"5310063";"Budidaya Ikan";"2";"0";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.2";"[5310063] NELLE";"53";"5310";"5310063";"Penangkapan Ikan";"1";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310063] NELLE";"53";"5310";"5310063";"Kehutanan";"250";"0";"0";"250"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310063] NELLE";"53";"5310";"5310063";"Jasa Pertanian";"6";"0";"0";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0";"[5310070] NITA";"53";"5310";"5310070";"Pertanian";"3983";"0";"1";"3984"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310070] NITA";"53";"5310";"5310070";"Tanaman Pangan";"2194";"0";"0";"2194"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.1";"[5310070] NITA";"53";"5310";"5310070";"Padi";"971";"0";"0";"971"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.2";"[5310070] NITA";"53";"5310";"5310070";"Palawija";"1920";"0";"0";"1920"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310070] NITA";"53";"5310";"5310070";"Hortikultura";"2172";"0";"1";"2173"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310070] NITA";"53";"5310";"5310070";"Perkebunan";"3447";"0";"0";"3447"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310070] NITA";"53";"5310";"5310070";"Peternakan";"2469";"0";"0";"2469"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310070] NITA";"53";"5310";"5310070";"Perikanan";"4";"0";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.1";"[5310070] NITA";"53";"5310";"5310070";"Budidaya Ikan";"3";"0";"0";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.2";"[5310070] NITA";"53";"5310";"5310070";"Penangkapan Ikan";"1";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310070] NITA";"53";"5310";"5310070";"Kehutanan";"1102";"0";"0";"1102"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310070] NITA";"53";"5310";"5310070";"Jasa Pertanian";"29";"0";"0";"29"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Pertanian";"2705";"0";"3";"2708"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Tanaman Pangan";"1980";"0";"2";"1982"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.1";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Padi";"1647";"0";"2";"1649"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.2";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Palawija";"965";"0";"0";"965"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Hortikultura";"923";"0";"1";"924"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Perkebunan";"1505";"0";"0";"1505"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Peternakan";"1654";"0";"1";"1655"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Perikanan";"194";"0";"0";"194"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.1";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Budidaya Ikan";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.2";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Penangkapan Ikan";"194";"0";"0";"194"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Kehutanan";"186";"0";"0";"186"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310071] MAGEPANDA";"53";"5310";"5310071";"Jasa Pertanian";"30";"0";"0";"30"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0";"[5310080] ALOK";"53";"5310";"5310080";"Pertanian";"2923";"0";"10";"2933"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310080] ALOK";"53";"5310";"5310080";"Tanaman Pangan";"1348";"0";"8";"1356"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.1";"[5310080] ALOK";"53";"5310";"5310080";"Padi";"54";"0";"1";"55"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.2";"[5310080] ALOK";"53";"5310";"5310080";"Palawija";"1324";"0";"7";"1331"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310080] ALOK";"53";"5310";"5310080";"Hortikultura";"577";"0";"8";"585"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310080] ALOK";"53";"5310";"5310080";"Perkebunan";"1034";"0";"2";"1036"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310080] ALOK";"53";"5310";"5310080";"Peternakan";"1466";"0";"3";"1469"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310080] ALOK";"53";"5310";"5310080";"Perikanan";"559";"0";"0";"559"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.1";"[5310080] ALOK";"53";"5310";"5310080";"Budidaya Ikan";"1";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.2";"[5310080] ALOK";"53";"5310";"5310080";"Penangkapan Ikan";"558";"0";"0";"558"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310080] ALOK";"53";"5310";"5310080";"Kehutanan";"60";"0";"0";"60"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310080] ALOK";"53";"5310";"5310080";"Jasa Pertanian";"7";"0";"0";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Pertanian";"2887";"1";"3";"2891"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Tanaman Pangan";"1054";"0";"2";"1056"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.1";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Padi";"181";"0";"0";"181"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.2";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Palawija";"1015";"0";"2";"1017"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Hortikultura";"469";"0";"1";"470"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Perkebunan";"635";"0";"1";"636"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Peternakan";"1398";"0";"2";"1400"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Perikanan";"908";"1";"0";"909"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.1";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Budidaya Ikan";"3";"0";"0";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.2";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Penangkapan Ikan";"905";"1";"0";"906"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Kehutanan";"54";"0";"0";"54"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310081] ALOK BARAT";"53";"5310";"5310081";"Jasa Pertanian";"8";"0";"0";"8"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Pertanian";"3086";"1";"3";"3090"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Tanaman Pangan";"1651";"0";"1";"1652"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.1";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Padi";"76";"0";"1";"77"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.2";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Palawija";"1617";"0";"0";"1617"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Hortikultura";"566";"0";"1";"567"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Perkebunan";"1312";"0";"0";"1312"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Peternakan";"2219";"0";"2";"2221"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Perikanan";"510";"1";"0";"511"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.1";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Budidaya Ikan";"4";"0";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.2";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Penangkapan Ikan";"506";"1";"0";"507"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Kehutanan";"369";"0";"0";"369"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"Jasa Pertanian";"1";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"0";"[5310] SIKKA";"53";"5310";"5310999";"Pertanian";"53688";"7";"29";"53724"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1";"[5310] SIKKA";"53";"5310";"5310999";"Tanaman Pangan";"33512";"0";"14";"33526"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.1";"[5310] SIKKA";"53";"5310";"5310999";"Padi";"16189";"0";"5";"16194"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"1.2";"[5310] SIKKA";"53";"5310";"5310999";"Palawija";"24498";"0";"9";"24507"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2";"[5310] SIKKA";"53";"5310";"5310999";"Hortikultura";"17860";"3";"17";"17880"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3";"[5310] SIKKA";"53";"5310";"5310999";"Perkebunan";"38408";"3";"7";"38418"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4";"[5310] SIKKA";"53";"5310";"5310999";"Peternakan";"34186";"1";"9";"34196"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5";"[5310] SIKKA";"53";"5310";"5310999";"Perikanan";"3749";"2";"0";"3751"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.1";"[5310] SIKKA";"53";"5310";"5310999";"Budidaya Ikan";"29";"0";"0";"29"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"5.2";"[5310] SIKKA";"53";"5310";"5310999";"Penangkapan Ikan";"3720";"2";"0";"3722"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"6";"[5310] SIKKA";"53";"5310";"5310999";"Kehutanan";"10469";"1";"1";"10471"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"7";"[5310] SIKKA";"53";"5310";"5310999";"Jasa Pertanian";"237";"0";"0";"237"
