"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2149";"[5310010] PAGA";"53";"5310";"5310010";"79979388";"1";"0";"50";"0";"3652";"3620"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2149";"[5310011] MEGO";"53";"5310";"5310011";"68554554";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2149";"[5310012] TANA WAWO";"53";"5310";"5310012";"57128685";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2149";"[5310020] LELA";"53";"5310";"5310020";"51415731";"4";"21";"20";"10";"44";"420"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2149";"[5310030] BOLA";"53";"5310";"5310030";"45702804";"23";"7";"148";"11";"1846";"5173"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2149";"[5310031] DORENG";"53";"5310";"5310031";"51415578";"2";"4";"8";"0";"67";"425"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2149";"[5310032] MAPITARA";"53";"5310";"5310032";"22851342";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2149";"[5310040] TALIBURA";"53";"5310";"5310040";"114262020";"5";"42";"42";"0";"178.53";"780"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2149";"[5310041] WAIGETE";"53";"5310";"5310041";"62844958";"7";"1";"22";"0";"165";"655"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2149";"[5310042] WAIBLAMA";"53";"5310";"5310042";"39992183";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2149";"[5310050] KEWAPANTE";"53";"5310";"5310050";"51418449";"15";"51";"201";"0";"4268";"18980"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2149";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"39992071";"1";"15";"10";"0";"63";"500"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2149";"[5310052] KANGAE";"53";"5310";"5310052";"51418305";"19";"92";"147";"2";"1632";"14265"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2149";"[5310061] PALUE";"53";"5310";"5310061";"45705588";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2149";"[5310062] KOTING";"53";"5310";"5310062";"39992771";"2";"0";"27";"0";"5";"40"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2149";"[5310063] NELLE";"53";"5310";"5310063";"28566235";"6";"0";"44";"1";"255";"2628"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2149";"[5310070] NITA";"53";"5310";"5310070";"85698555";"2";"7";"35";"0";"1205";"9600"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2149";"[5310071] MAGEPANDA";"53";"5310";"5310071";"45705804";"1";"2";"1";"0";"5";"50"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2149";"[5310080] ALOK";"53";"5310";"5310080";"39992526";"11";"33";"81";"16";"2008";"6565"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2149";"[5310081] ALOK BARAT";"53";"5310";"5310081";"22852850";"3";"0";"7";"1";"207";"2055"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2149";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"62845255";"28";"23";"276";"1";"3057";"9676"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2149";"[5310] SIKKA";"53";"5310";"5310999";"1108335652";"130";"298";"1119";"42";"18657.53";"75432"
