"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"jenis_produksi";"satuan_produksi";"ID";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310010] PAGA";"53";"5310";"5310010";"5";"1";"21740800";"0";"6";"0";"284";"459"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310011] MEGO";"53";"5310";"5310011";"5";"1";"21740756";"0";"338";"0";"6389";"6725"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310012] TANA WAWO";"53";"5310";"5310012";"5";"1";"7246911";"0";"20";"0";"665";"625"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310020] LELA";"53";"5310";"5310020";"5";"1";"28968818";"5";"26";"1";"578";"3648"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310030] BOLA";"53";"5310";"5310030";"5";"1";"50690572";"19";"71";"3";"1993";"7682"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310031] DORENG";"53";"5310";"5310031";"5";"1";"21702551";"6";"9";"0";"341";"1060"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310032] MAPITARA";"53";"5310";"5310032";"5";"1";"7246985";"0";"14";"0";"260";"750"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310040] TALIBURA";"53";"5310";"5310040";"5";"1";"115836374";"17";"736";"1";"11941.6";"42545"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310041] WAIGETE";"53";"5310";"5310041";"5";"1";"72373168";"22";"772";"13";"27559";"120617"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310042] WAIBLAMA";"53";"5310";"5310042";"5";"1";"21721436";"4";"34";"0";"534";"1972"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310050] KEWAPANTE";"53";"5310";"5310050";"5";"1";"65145617";"6";"241";"9";"9015";"48284"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"5";"1";"36196185";"13";"74";"1";"2599.92";"15920"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310052] KANGAE";"53";"5310";"5310052";"5";"1";"65164458";"35";"183";"1";"12667.6";"60690"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310062] KOTING";"53";"5310";"5310062";"5";"1";"50651806";"8";"138";"2";"2794";"11813"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310063] NELLE";"53";"5310";"5310063";"5";"1";"36196186";"4";"121";"0";"5037";"22509"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310070] NITA";"53";"5310";"5310070";"5";"1";"65164899";"14";"208";"2";"99527";"584404"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310071] MAGEPANDA";"53";"5310";"5310071";"5";"1";"57917923";"16";"275";"2";"12142";"45578"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310080] ALOK";"53";"5310";"5310080";"5";"1";"50690032";"9";"451";"1";"29662.7";"144938"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310081] ALOK BARAT";"53";"5310";"5310081";"5";"1";"28968432";"12";"185";"17";"7657";"55588"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"5";"1";"72449577";"19";"330";"0";"25454.4";"86420"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2133_2139";"[5310] SIKKA";"53";"5310";"5310999";"5";"1";"897813486";"209";"4232";"53";"257101.22";"1262227"
