"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_utp_budidaya";"n_utp_pembibitan";"n_utp_budidaya_dan_pembibitan";"n_utp_jumlah";"n_utp_budidaya_jumlah";"n_utp_pembibitan_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310010] PAGA";"53";"5310";"5310010";"6885529";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310011] MEGO";"53";"5310";"5310011";"5901726";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310012] TANA WAWO";"53";"5310";"5310012";"4917995";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310020] LELA";"53";"5310";"5310020";"4426110";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310030] BOLA";"53";"5310";"5310030";"3934252";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310031] DORENG";"53";"5310";"5310031";"4429525";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310032] MAPITARA";"53";"5310";"5310032";"1968850";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310040] TALIBURA";"53";"5310";"5310040";"9844010";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310041] WAIGETE";"53";"5310";"5310041";"5414035";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310042] WAIBLAMA";"53";"5310";"5310042";"3445232";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310050] KEWAPANTE";"53";"5310";"5310050";"4429512";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"3445120";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310052] KANGAE";"53";"5310";"5310052";"4429517";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310061] PALUE";"53";"5310";"5310061";"3938340";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310062] KOTING";"53";"5310";"5310062";"3445995";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310063] NELLE";"53";"5310";"5310063";"2461395";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310070] NITA";"53";"5310";"5310070";"7384035";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310071] MAGEPANDA";"53";"5310";"5310071";"3938060";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310080] ALOK";"53";"5310";"5310080";"3445750";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310081] ALOK BARAT";"53";"5310";"5310081";"1968978";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"5414607";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310] SIKKA";"53";"5310";"5310999";"95468573";"0";"0";"0";"0";"0";"0";"0"
