"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup";"jumlah_tanaman_belum_menghasilkan";"jumlah_tanaman_menghasilkan";"jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai";"produktivitas"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3119";"[5310010] PAGA";"53";"5310";"5310010";"16";"174";"1365";"0";"541";"20130";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3119";"[5310011] MEGO";"53";"5310";"5310011";"290";"4634";"9939";"82";"7657";"212349";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3119";"[5310012] TANA WAWO";"53";"5310";"5310012";"546";"4307";"26052";"241";"25543";"647184";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3119";"[5310020] LELA";"53";"5310";"5310020";"5";"13";"225";"0";"155";"5500";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3119";"[5310030] BOLA";"53";"5310";"5310030";"141";"2299";"4669";"130";"4172";"139010";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3119";"[5310031] DORENG";"53";"5310";"5310031";"100";"610";"2455";"5";"1932";"58550";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3119";"[5310032] MAPITARA";"53";"5310";"5310032";"25";"295";"1938";"4";"663";"18080";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3119";"[5310040] TALIBURA";"53";"5310";"5310040";"84";"1501";"2152";"286";"2965";"95286";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3119";"[5310041] WAIGETE";"53";"5310";"5310041";"56";"886";"1569";"136";"1229";"35940";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3119";"[5310042] WAIBLAMA";"53";"5310";"5310042";"9";"112";"95";"0";"52";"1550";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3119";"[5310050] KEWAPANTE";"53";"5310";"5310050";"6";"51";"58";"0";"35";"1650";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3119";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"100";"1165";"2184";"81";"1390";"43247";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3119";"[5310052] KANGAE";"53";"5310";"5310052";"46";"50";"1571";"0";"1489";"42090";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3119";"[5310061] PALUE";"53";"5310";"5310061";"35";"1321";"379";"20";"409";"15430";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3119";"[5310062] KOTING";"53";"5310";"5310062";"3";"0";"11";"0";"49";"1270";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3119";"[5310063] NELLE";"53";"5310";"5310063";"2";"15";"15";"0";"46";"1130";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3119";"[5310070] NITA";"53";"5310";"5310070";"49";"286";"640";"36";"654";"20814";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3119";"[5310071] MAGEPANDA";"53";"5310";"5310071";"2";"0";"150";"20";"115";"3175";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3119";"[5310080] ALOK";"53";"5310";"5310080";-;-;-;-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3119";"[5310081] ALOK BARAT";"53";"5310";"5310081";"1";"0";"50";"0";"100";"2500";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3119";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"30";"137";"844";"5";"2235";"82145";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3119";"[5310] SIKKA";"53";"5310";"5310999";"1546";"17856";"56361";"1046";"51431";"1447030";"1"
