"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup";"jumlah_tanaman_belum_menghasilkan";"jumlah_tanaman_menghasilkan";"jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai";"produktivitas"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3110";"[5310010] PAGA";"53";"5310";"5310010";-;-;-;-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3110";"[5310011] MEGO";"53";"5310";"5310011";"1";"300";"150";"0";"400";"12000";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3110";"[5310012] TANA WAWO";"53";"5310";"5310012";"2";"0";"25";"0";"970";"3880";"39"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3110";"[5310020] LELA";"53";"5310";"5310020";-;-;-;-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3110";"[5310030] BOLA";"53";"5310";"5310030";-;-;-;-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3110";"[5310031] DORENG";"53";"5310";"5310031";"1";"15";"0";"0";"0";"0";-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3110";"[5310032] MAPITARA";"53";"5310";"5310032";-;-;-;-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3110";"[5310040] TALIBURA";"53";"5310";"5310040";-;-;-;-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3110";"[5310041] WAIGETE";"53";"5310";"5310041";-;-;-;-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3110";"[5310042] WAIBLAMA";"53";"5310";"5310042";"1";"0";"70";"0";"50";"4500";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3110";"[5310050] KEWAPANTE";"53";"5310";"5310050";"1";"0";"3";"0";"30";"150";"10"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3110";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"1";"60";"45";"0";"80";"1600";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3110";"[5310052] KANGAE";"53";"5310";"5310052";-;-;-;-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3110";"[5310061] PALUE";"53";"5310";"5310061";-;-;-;-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3110";"[5310062] KOTING";"53";"5310";"5310062";-;-;-;-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3110";"[5310063] NELLE";"53";"5310";"5310063";-;-;-;-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3110";"[5310070] NITA";"53";"5310";"5310070";"3";"120";"14";"0";"866";"27100";"62"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3110";"[5310071] MAGEPANDA";"53";"5310";"5310071";-;-;-;-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3110";"[5310080] ALOK";"53";"5310";"5310080";"2";"0";"14";"0";"300";"2700";"21"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3110";"[5310081] ALOK BARAT";"53";"5310";"5310081";-;-;-;-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3110";"[5310082] ALOK TIMUR";"53";"5310";"5310082";-;-;-;-;-;-;-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3110";"[5310] SIKKA";"53";"5310";"5310999";"12";"495";"321";"0";"2696";"51930";"8"
