"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"jenis_produksi";"satuan_produksi";"ID";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2160";"[5310010] PAGA";"53";"5310";"5310010";"5";"1";"4977313";"16";"4";"0";"20";"500"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2160";"[5310011] MEGO";"53";"5310";"5310011";"5";"1";"4977408";"10";"10";"0";"100";"3000"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2160";"[5310030] BOLA";"53";"5310";"5310030";"5";"1";"9954756";"10";"11";"0";"311";"960"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2160";"[5310031] DORENG";"53";"5310";"5310031";"5";"1";"14932104";"12";"9";"0";"63";"1930"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2160";"[5310040] TALIBURA";"53";"5310";"5310040";"5";"1";"9950003";"34";"71";"0";"419";"4581"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2160";"[5310050] KEWAPANTE";"53";"5310";"5310050";"5";"1";"4977207";"4";"1";"0";"10";"330"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2160";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"5";"1";"19904360";"1";"15";"1";"141";"1100"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2160";"[5310062] KOTING";"53";"5310";"5310062";"5";"1";"14927440";"0";"14";"0";"70";"1125"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2160";"[5310070] NITA";"53";"5310";"5310070";"5";"1";"29863575";"17";"132";"0";"2038";"45690"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2160";"[5310] SIKKA";"53";"5310";"5310999";"5";"1";"114464166";"104";"267";"1";"3172";"59216"
