"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_utp_budidaya";"n_utp_pembibitan";"n_utp_budidaya_dan_pembibitan";"n_utp_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2611";"[5310010] PAGA";"53";"5310";"5310010";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2611";"[5310011] MEGO";"53";"5310";"5310011";"6";"0";"0";"6";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2611";"[5310012] TANA WAWO";"53";"5310";"5310012";"3";"0";"0";"3";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2611";"[5310020] LELA";"53";"5310";"5310020";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2611";"[5310030] BOLA";"53";"5310";"5310030";"10";"0";"0";"10";"10"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2611";"[5310031] DORENG";"53";"5310";"5310031";"31";"0";"0";"31";"31"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2611";"[5310032] MAPITARA";"53";"5310";"5310032";"74";"0";"0";"74";"74"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2611";"[5310040] TALIBURA";"53";"5310";"5310040";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2611";"[5310041] WAIGETE";"53";"5310";"5310041";"3";"0";"0";"3";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2611";"[5310042] WAIBLAMA";"53";"5310";"5310042";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2611";"[5310050] KEWAPANTE";"53";"5310";"5310050";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2611";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"102";"0";"0";"102";"102"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2611";"[5310052] KANGAE";"53";"5310";"5310052";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2611";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2611";"[5310062] KOTING";"53";"5310";"5310062";"2";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2611";"[5310063] NELLE";"53";"5310";"5310063";"2";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2611";"[5310070] NITA";"53";"5310";"5310070";"52";"0";"0";"52";"52"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2611";"[5310071] MAGEPANDA";"53";"5310";"5310071";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2611";"[5310080] ALOK";"53";"5310";"5310080";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2611";"[5310081] ALOK BARAT";"53";"5310";"5310081";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2611";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2611";"[5310] SIKKA";"53";"5310";"5310999";"288";"0";"0";"288";"288"
