"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_utp_tunggal";"n_utp_campuran";"n_utp_tumpang_sari";"n_utp_asosiasi_antar_semusim";"n_utp_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310010] PAGA";"53";"5310";"5310010";"39416335";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310011] MEGO";"53";"5310";"5310011";"33785274";"0";"2";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310012] TANA WAWO";"53";"5310";"5310012";"28154285";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310020] LELA";"53";"5310";"5310020";"25345306";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310030] BOLA";"53";"5310";"5310030";"22533740";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310031] DORENG";"53";"5310";"5310031";"25350381";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310032] MAPITARA";"53";"5310";"5310032";"11266810";"0";"0";"0";"1";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310040] TALIBURA";"53";"5310";"5310040";"56333810";"0";"2";"0";"1";"3";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310041] WAIGETE";"53";"5310";"5310041";"30983425";"0";"3";"1";"0";"4";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310042] WAIBLAMA";"53";"5310";"5310042";"19717257";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310050] KEWAPANTE";"53";"5310";"5310050";"25350993";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"19717383";"0";"2";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310052] KANGAE";"53";"5310";"5310052";"25350849";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310061] PALUE";"53";"5310";"5310061";"22534020";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310062] KOTING";"53";"5310";"5310062";"19717215";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310063] NELLE";"53";"5310";"5310063";"14083695";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310070] NITA";"53";"5310";"5310070";"42250340";"0";"8";"0";"0";"8";"8"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310071] MAGEPANDA";"53";"5310";"5310071";"22532788";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310080] ALOK";"53";"5310";"5310080";"19716137";"1";"0";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310081] ALOK BARAT";"53";"5310";"5310081";"11266342";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"30982358";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310] SIKKA";"53";"5310";"5310999";"546388743";"1";"20";"1";"2";"24";"24"
