"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"jenis_produksi";"satuan_produksi";"ID";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310020] LELA";"53";"5310";"5310020";"5";"1";"15526514";"18";"59";"0";"135";"1115"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310030] BOLA";"53";"5310";"5310030";"5";"1";"7763234";"0";"16";"0";"127.5";"730"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310040] TALIBURA";"53";"5310";"5310040";"5";"1";"11644784";"3";"47";"0";"71";"420"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310041] WAIGETE";"53";"5310";"5310041";"5";"1";"11645717";"0";"95";"0";"454";"2492"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"5";"1";"3881879";"12";"10";"0";"200";"300"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310052] KANGAE";"53";"5310";"5310052";"5";"1";"11645616";"0";"41";"1";"153";"1100"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310062] KOTING";"53";"5310";"5310062";"5";"1";"3881968";"0";"5";"0";"16";"120"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310071] MAGEPANDA";"53";"5310";"5310071";"5";"1";"3881942";"0";"10";"0";"63";"130"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310081] ALOK BARAT";"53";"5310";"5310081";"5";"1";"3881928";"10";"61";"30";"25";"189"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"5";"1";"3881922";"10";"1";"0";"20";"200"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310] SIKKA";"53";"5310";"5310999";"5";"1";"77635504";"53";"345";"31";"1264.5";"6796"
