"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup_tunggal";"n_rtup_campuran";"n_rtup_tumpang_sari";"n_rtup_asosiasi_antar_semusim";"n_rtup_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2504";"[5310010] PAGA";"53";"5310";"5310010";"128963699";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2504";"[5310011] MEGO";"53";"5310";"5310011";"110541402";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2504";"[5310012] TANA WAWO";"53";"5310";"5310012";"92117725";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2504";"[5310020] LELA";"53";"5310";"5310020";"82905867";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2504";"[5310030] BOLA";"53";"5310";"5310030";"73694036";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2504";"[5310031] DORENG";"53";"5310";"5310031";"82905714";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2504";"[5310032] MAPITARA";"53";"5310";"5310032";"36846958";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2504";"[5310040] TALIBURA";"53";"5310";"5310040";"184232977";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2504";"[5310041] WAIGETE";"53";"5310";"5310041";"101327501";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2504";"[5310042] WAIBLAMA";"53";"5310";"5310042";"64481074";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2504";"[5310050] KEWAPANTE";"53";"5310";"5310050";"82904166";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2504";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"64480962";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2504";"[5310052] KANGAE";"53";"5310";"5310052";"82904022";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2504";"[5310061] PALUE";"53";"5310";"5310061";"73692880";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2504";"[5310062] KOTING";"53";"5310";"5310062";"64481641";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2504";"[5310063] NELLE";"53";"5310";"5310063";"46058285";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2504";"[5310070] NITA";"53";"5310";"5310070";"138174705";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2504";"[5310071] MAGEPANDA";"53";"5310";"5310071";"73693084";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2504";"[5310080] ALOK";"53";"5310";"5310080";"64481396";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2504";"[5310081] ALOK BARAT";"53";"5310";"5310081";"36846490";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2504";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"101327765";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2504";"[5310] SIKKA";"53";"5310";"5310999";"1787062349";"0";"0";"0";"0";"0";"0"
