"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"jenis_produksi";"satuan_produksi";"ID";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310011] MEGO";"53";"5310";"5310011";"5";"1";"3181469";"0";"31";"0";"53.99";"3850"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310012] TANA WAWO";"53";"5310";"5310012";"5";"1";"1590721";"0";"5";"0";"266";"500"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310032] MAPITARA";"53";"5310";"5310032";"5";"1";"1591017";"20";"10";"0";"60";"1200"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310040] TALIBURA";"53";"5310";"5310040";"5";"1";"4773019";"18";"21";"0";"586";"975"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310041] WAIGETE";"53";"5310";"5310041";"5";"1";"3181973";"0";"155";"0";"583";"3915"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"5";"1";"3182149";"0";"39";"0";"244";"275"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310070] NITA";"53";"5310";"5310070";"5";"1";"6364164";"5";"205";"2";"2744";"4390"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310080] ALOK";"53";"5310";"5310080";"5";"1";"1590910";"10";"70";"0";"1995";"3000"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"5";"1";"1590892";"0";"30";"0";"40";"1100"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2115";"[5310] SIKKA";"53";"5310";"5310999";"5";"1";"27046314";"53";"566";"2";"6571.99";"19205"
