"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup";"jumlah_tanaman_belum_menghasilkan";"jumlah_tanaman_menghasilkan";"jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai";"produktivitas"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3123";"[5310010] PAGA";"53";"5310";"5310010";"41";"3234";"3189";"0";"247";"20952";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3123";"[5310011] MEGO";"53";"5310";"5310011";"289";"10567";"5897";"132";"2941";"267410";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3123";"[5310012] TANA WAWO";"53";"5310";"5310012";"80";"1965";"674";"0";"361";"37565";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3123";"[5310020] LELA";"53";"5310";"5310020";"71";"833";"5341";"10";"798";"78767";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3123";"[5310030] BOLA";"53";"5310";"5310030";"660";"25432";"98541";"1172";"14156";"1568472";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3123";"[5310031] DORENG";"53";"5310";"5310031";"389";"83978";"58638";"282";"3095";"756419";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3123";"[5310032] MAPITARA";"53";"5310";"5310032";"230";"17004";"13363";"325";"1946";"238787";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3123";"[5310040] TALIBURA";"53";"5310";"5310040";"36";"3111";"3037";"25";"338";"48694";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3123";"[5310041] WAIGETE";"53";"5310";"5310041";"108";"4588";"2689";"125";"1803";"162680";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3123";"[5310042] WAIBLAMA";"53";"5310";"5310042";"12";"148";"290";"0";"136";"11665";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3123";"[5310050] KEWAPANTE";"53";"5310";"5310050";"39";"2993";"7979";"0";"207";"23075";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3123";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"208";"10766";"24774";"39";"1194";"164453";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3123";"[5310052] KANGAE";"53";"5310";"5310052";"175";"6740";"15247";"1076";"4509";"340260";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3123";"[5310061] PALUE";"53";"5310";"5310061";"2";"0";"80";"0";"21";"2100";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3123";"[5310062] KOTING";"53";"5310";"5310062";"61";"6345";"1539";"80";"198";"26180";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3123";"[5310063] NELLE";"53";"5310";"5310063";"1";"0";"30";"0";"20";"1700";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3123";"[5310070] NITA";"53";"5310";"5310070";"287";"13492";"13512";"91";"2038";"308591";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3123";"[5310071] MAGEPANDA";"53";"5310";"5310071";"2";"30";"42";"0";"43";"3440";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3123";"[5310080] ALOK";"53";"5310";"5310080";"2";"200";"0";"0";"0";"0";-
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3123";"[5310081] ALOK BARAT";"53";"5310";"5310081";"4";"146";"152";"0";"11";"1100";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3123";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"28";"1682";"30561";"75";"4356";"539850";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3123";"[5310] SIKKA";"53";"5310";"5310999";"2725";"193254";"285575";"3432";"38418";"4602160";"0"
