"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2149_2152";"[5310010] PAGA";"53";"5310";"5310010";"460243";"1";"0";"50";"0";"3652";"3620"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2149_2152";"[5310011] MEGO";"53";"5310";"5310011";"394338";"1";"2";"3";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2149_2152";"[5310012] TANA WAWO";"53";"5310";"5310012";"328505";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2149_2152";"[5310020] LELA";"53";"5310";"5310020";"295815";"15";"49";"89";"10";"226";"2210"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2149_2152";"[5310030] BOLA";"53";"5310";"5310030";"263644";"48";"24";"327";"15";"3204.5";"12338"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2149_2152";"[5310031] DORENG";"53";"5310";"5310031";"296523";"2";"4";"8";"0";"67";"425"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2149_2152";"[5310032] MAPITARA";"53";"5310";"5310032";"131762";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2149_2152";"[5310040] TALIBURA";"53";"5310";"5310040";"658570";"53";"198";"481";"5";"2838.53";"18119"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2149_2152";"[5310041] WAIGETE";"53";"5310";"5310041";"362043";"80";"100";"585";"4";"14335.1";"21593"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2149_2152";"[5310042] WAIBLAMA";"53";"5310";"5310042";"230328";"7";"74";"61";"8";"216";"1432"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2149_2152";"[5310050] KEWAPANTE";"53";"5310";"5310050";"338536";"52";"106";"479";"30";"5255";"25503"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2149_2152";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"267379";"31";"134";"233";"0";"1355";"6114"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2149_2152";"[5310052] KANGAE";"53";"5310";"5310052";"343701";"69";"137";"437";"8";"2628";"21115"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2149_2152";"[5310061] PALUE";"53";"5310";"5310061";"305444";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2149_2152";"[5310062] KOTING";"53";"5310";"5310062";"267211";"8";"15";"78";"0";"392";"3135"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2149_2152";"[5310063] NELLE";"53";"5310";"5310063";"190835";"11";"5";"94";"3";"344";"3528"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2149_2152";"[5310070] NITA";"53";"5310";"5310070";"572355";"27";"17";"212";"0";"2067";"16910"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2149_2152";"[5310071] MAGEPANDA";"53";"5310";"5310071";"305784";"7";"2";"108";"0";"470";"2380"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2149_2152";"[5310080] ALOK";"53";"5310";"5310080";"267834";"23";"92";"160";"18";"3960";"18175"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2149_2152";"[5310081] ALOK BARAT";"53";"5310";"5310081";"153026";"13";"15";"128";"36";"607";"5989"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2149_2152";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"420739";"57";"169";"421";"29";"3863.05";"15236"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2149_2152";"[5310] SIKKA";"53";"5310";"5310999";"6854615";"505";"1143";"3954";"166";"45480.18";"177822"
