"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_utp_usaha_selain_ternak_besar_produksi_daging";"n_utp_usaha_selain_ternak_besar_produksi_susu_segar";"n_utp_usaha_selain_ternak_besar_produksi_telur_konsumsi";"n_utp_usaha_selain_ternak_besar_produksi_telur_tetas";"n_utp_usaha_selain_ternak_besar_produksi_semen_ternak";"n_utp_usaha_selain_ternak_besar_produksi_embrio";"n_utp_usaha_selain_ternak_besar_produksi_madu";"n_utp_usaha_selain_ternak_besar_produksi_liur_atau_sarang";"n_utp_usaha_selain_ternak_besar_produksi_bulu";"n_utp_usaha_selain_ternak_besar_produksi_kepompong";"n_utp_usaha_selain_ternak_besar_produksi_kulit";"n_utp_usaha_selain_ternak_besar_produksi_lilin_malam";"jumlah";"n_utp_usaha_selain_ternak_besar"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4301";"[5310010] PAGA";"53";"5310";"5310010";"941";"0";"58";"4";"0";"0";"0";"0";"0";"0";"0";"0";"1003";"949"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4301";"[5310011] MEGO";"53";"5310";"5310011";"1119";"0";"14";"14";"0";"0";"0";"0";"0";"0";"0";"0";"1147";"1127"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4301";"[5310012] TANA WAWO";"53";"5310";"5310012";"778";"0";"11";"0";"0";"0";"0";"0";"0";"0";"0";"0";"789";"779"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4301";"[5310020] LELA";"53";"5310";"5310020";"985";"0";"36";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1022";"986"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4301";"[5310030] BOLA";"53";"5310";"5310030";"1021";"0";"117";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1139";"1025"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4301";"[5310031] DORENG";"53";"5310";"5310031";"1364";"0";"23";"1";"0";"0";"0";"0";"0";"0";"0";"0";"1388";"1369"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4301";"[5310032] MAPITARA";"53";"5310";"5310032";"352";"0";"33";"0";"0";"0";"0";"0";"0";"0";"0";"0";"385";"354"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4301";"[5310040] TALIBURA";"53";"5310";"5310040";"1903";"0";"31";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1937";"1904"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4301";"[5310041] WAIGETE";"53";"5310";"5310041";"2552";"0";"400";"55";"0";"0";"0";"0";"0";"0";"0";"0";"3007";"2556"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4301";"[5310042] WAIBLAMA";"53";"5310";"5310042";"396";"0";"39";"1";"0";"0";"0";"0";"0";"0";"0";"0";"436";"397"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4301";"[5310050] KEWAPANTE";"53";"5310";"5310050";"1044";"0";"9";"6";"0";"0";"0";"0";"0";"0";"0";"0";"1059";"1050"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4301";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"1246";"0";"31";"39";"0";"0";"0";"0";"0";"0";"0";"0";"1316";"1247"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4301";"[5310052] KANGAE";"53";"5310";"5310052";"2238";"0";"80";"35";"0";"0";"0";"0";"0";"0";"0";"0";"2353";"2248"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4301";"[5310061] PALUE";"53";"5310";"5310061";"276";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"0";"276";"276"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4301";"[5310062] KOTING";"53";"5310";"5310062";"586";"0";"33";"0";"0";"0";"0";"0";"0";"0";"0";"0";"619";"592"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4301";"[5310063] NELLE";"53";"5310";"5310063";"645";"0";"1";"0";"0";"0";"0";"0";"0";"0";"0";"0";"646";"645"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4301";"[5310070] NITA";"53";"5310";"5310070";"1561";"0";"290";"3";"0";"0";"0";"0";"0";"0";"0";"0";"1854";"1645"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4301";"[5310071] MAGEPANDA";"53";"5310";"5310071";"970";"0";"142";"10";"0";"0";"0";"0";"0";"0";"0";"0";"1122";"974"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4301";"[5310080] ALOK";"53";"5310";"5310080";"706";"0";"10";"0";"0";"0";"0";"0";"0";"0";"0";"0";"716";"710"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4301";"[5310081] ALOK BARAT";"53";"5310";"5310081";"719";"0";"135";"11";"0";"0";"0";"0";"0";"0";"0";"0";"865";"729"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4301";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"1143";"0";"2";"0";"0";"0";"0";"0";"0";"0";"0";"0";"1145";"1144"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"4301";"[5310] SIKKA";"53";"5310";"5310999";"22545";"0";"1495";"184";"0";"0";"0";"0";"0";"0";"0";"0";"24224";"22706"
