"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310010] PAGA";"53";"5310";"5310010";"79530885";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310011] MEGO";"53";"5310";"5310011";"68169174";"1";"2";"3";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310012] TANA WAWO";"53";"5310";"5310012";"56807535";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310020] LELA";"53";"5310";"5310020";"51126696";"7";"18";"59";"0";"135";"1115"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310030] BOLA";"53";"5310";"5310030";"45445884";"3";"0";"16";"0";"127.5";"730"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310031] DORENG";"53";"5310";"5310031";"51128769";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310032] MAPITARA";"53";"5310";"5310032";"22724366";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310040] TALIBURA";"53";"5310";"5310040";"113621590";"4";"3";"47";"0";"71";"420"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310041] WAIGETE";"53";"5310";"5310041";"62491704";"8";"0";"95";"0";"454";"2492"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310042] WAIBLAMA";"53";"5310";"5310042";"39767385";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310050] KEWAPANTE";"53";"5310";"5310050";"51129423";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"39767521";"1";"12";"10";"0";"200";"300"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310052] KANGAE";"53";"5310";"5310052";"51130395";"5";"0";"41";"1";"153";"1100"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310061] PALUE";"53";"5310";"5310061";"45449172";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310062] KOTING";"53";"5310";"5310062";"39767973";"1";"0";"5";"0";"16";"120"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310063] NELLE";"53";"5310";"5310063";"28405665";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310070] NITA";"53";"5310";"5310070";"85216845";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310071] MAGEPANDA";"53";"5310";"5310071";"45448892";"1";"0";"10";"0";"63";"130"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310080] ALOK";"53";"5310";"5310080";"39767728";"1";"13";"0";"2";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310081] ALOK BARAT";"53";"5310";"5310081";"22724022";"2";"10";"61";"30";"25";"189"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"62490637";"1";"10";"1";"0";"20";"200"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2151";"[5310] SIKKA";"53";"5310";"5310999";"1102112261";"35";"68";"348";"33";"1264.5";"6796"
