"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_budidaya";"n_rtup_pembibitan";"n_rtup_budidaya_dan_pembibitan";"n_rtup_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310010] PAGA";"53";"5310";"5310010";"13";"0";"0";"13";"13"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310011] MEGO";"53";"5310";"5310011";"12";"0";"0";"12";"12"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310012] TANA WAWO";"53";"5310";"5310012";"5";"0";"0";"5";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310020] LELA";"53";"5310";"5310020";"13";"0";"0";"13";"13"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310030] BOLA";"53";"5310";"5310030";"8";"0";"0";"8";"8"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310031] DORENG";"53";"5310";"5310031";"34";"0";"0";"34";"34"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310032] MAPITARA";"53";"5310";"5310032";"14";"0";"0";"14";"14"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310040] TALIBURA";"53";"5310";"5310040";"81";"0";"0";"81";"81"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310041] WAIGETE";"53";"5310";"5310041";"100";"0";"0";"100";"100"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310042] WAIBLAMA";"53";"5310";"5310042";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310050] KEWAPANTE";"53";"5310";"5310050";"42";"0";"0";"42";"42"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"4";"0";"0";"4";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310052] KANGAE";"53";"5310";"5310052";"9";"0";"0";"9";"9"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310062] KOTING";"53";"5310";"5310062";"3";"0";"0";"3";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310063] NELLE";"53";"5310";"5310063";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310070] NITA";"53";"5310";"5310070";"279";"0";"0";"279";"279"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310071] MAGEPANDA";"53";"5310";"5310071";"301";"0";"0";"301";"301"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310080] ALOK";"53";"5310";"5310080";"5";"0";"0";"5";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310081] ALOK BARAT";"53";"5310";"5310081";"22";"0";"0";"22";"22"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"6";"0";"0";"6";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2434";"[5310] SIKKA";"53";"5310";"5310999";"951";"0";"0";"951";"951"
