"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_dipanen_sendiri";"n_rtup_diijonkan";"n_rtup_ditebaskan";"n_rtup_belum_panen_habis";"n_rtup_puso";"n_rtup_tidak_panen";"n_rtup_belum_panen";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310010] PAGA";"53";"5310";"5310010";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310011] MEGO";"53";"5310";"5310011";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310012] TANA WAWO";"53";"5310";"5310012";"1";"0";"0";"0";"0";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310020] LELA";"53";"5310";"5310020";"4";"0";"0";"1";"0";"0";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310030] BOLA";"53";"5310";"5310030";"34";"0";"0";"26";"0";"0";"9";"43"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310031] DORENG";"53";"5310";"5310031";"305";"0";"0";"155";"0";"0";"10";"402"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310032] MAPITARA";"53";"5310";"5310032";"40";"0";"0";"42";"0";"0";"14";"96"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310040] TALIBURA";"53";"5310";"5310040";"4";"0";"0";"0";"0";"1";"0";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310041] WAIGETE";"53";"5310";"5310041";"63";"0";"0";"62";"0";"0";"4";"129"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310042] WAIBLAMA";"53";"5310";"5310042";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310050] KEWAPANTE";"53";"5310";"5310050";"3";"0";"0";"0";"0";"0";"0";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"45";"0";"0";"26";"0";"0";"6";"56"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310052] KANGAE";"53";"5310";"5310052";"10";"0";"0";"3";"0";"0";"0";"13"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310062] KOTING";"53";"5310";"5310062";"0";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310063] NELLE";"53";"5310";"5310063";"1";"0";"0";"0";"0";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310070] NITA";"53";"5310";"5310070";"87";"0";"0";"82";"0";"0";"0";"134"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310071] MAGEPANDA";"53";"5310";"5310071";"5";"0";"0";"0";"0";"1";"0";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310080] ALOK";"53";"5310";"5310080";"1";"0";"0";"0";"0";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310081] ALOK BARAT";"53";"5310";"5310081";"6";"0";"0";"0";"0";"1";"0";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"10";"0";"0";"0";"0";"0";"1";"11"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310] SIKKA";"53";"5310";"5310999";"619";"0";"0";"397";"0";"3";"44";"912"
