"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_utp_budidaya";"n_utp_pembibitan";"n_utp_budidaya_dan_pembibitan";"n_utp_jumlah";"n_utp_budidaya_jumlah";"n_utp_pembibitan_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2103";"[5310010] PAGA";"53";"5310";"5310010";"28291599";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2103";"[5310011] MEGO";"53";"5310";"5310011";"24249786";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2103";"[5310012] TANA WAWO";"53";"5310";"5310012";"20208045";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2103";"[5310020] LELA";"53";"5310";"5310020";"18187155";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2103";"[5310030] BOLA";"53";"5310";"5310030";"16166292";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2103";"[5310031] DORENG";"53";"5310";"5310031";"18187002";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2103";"[5310032] MAPITARA";"53";"5310";"5310032";"8083086";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2103";"[5310040] TALIBURA";"53";"5310";"5310040";"40491978";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2103";"[5310041] WAIGETE";"53";"5310";"5310041";"22298573";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2103";"[5310042] WAIBLAMA";"53";"5310";"5310042";"14189938";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2103";"[5310050] KEWAPANTE";"53";"5310";"5310050";"18244134";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2103";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"14189826";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2103";"[5310052] KANGAE";"53";"5310";"5310052";"18243990";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2103";"[5310061] PALUE";"53";"5310";"5310061";"16216812";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2103";"[5310062] KOTING";"53";"5310";"5310062";"14189658";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2103";"[5310063] NELLE";"53";"5310";"5310063";"10135589";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2103";"[5310070] NITA";"53";"5310";"5310070";"30408405";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2103";"[5310071] MAGEPANDA";"53";"5310";"5310071";"16217724";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2103";"[5310080] ALOK";"53";"5310";"5310080";"14190456";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2103";"[5310081] ALOK BARAT";"53";"5310";"5310081";"8108810";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2103";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"22299145";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2103";"[5310] SIKKA";"53";"5310";"5310999";"392798003";"1";"0";"0";"1";"1";"0";"1"
