"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup_tunggal";"n_rtup_campuran";"n_rtup_tumpang_sari";"n_rtup_asosiasi_antar_semusim";"n_rtup_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2510";"[5310010] PAGA";"53";"5310";"5310010";"84918456";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2510";"[5310011] MEGO";"53";"5310";"5310011";"72788118";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2510";"[5310012] TANA WAWO";"53";"5310";"5310012";"60656655";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2510";"[5310020] LELA";"53";"5310";"5310020";"54590904";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2510";"[5310030] BOLA";"53";"5310";"5310030";"48525180";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2510";"[5310031] DORENG";"53";"5310";"5310031";"54590751";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2510";"[5310032] MAPITARA";"53";"5310";"5310032";"24262530";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2510";"[5310040] TALIBURA";"53";"5310";"5310040";"121311080";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2510";"[5310041] WAIGETE";"53";"5310";"5310041";"66720192";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2510";"[5310042] WAIBLAMA";"53";"5310";"5310042";"42458241";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2510";"[5310050] KEWAPANTE";"53";"5310";"5310050";"54589095";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2510";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"42458129";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2510";"[5310052] KANGAE";"53";"5310";"5310052";"54588951";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2510";"[5310061] PALUE";"53";"5310";"5310061";"48523444";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2510";"[5310062] KOTING";"53";"5310";"5310062";"42458227";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2510";"[5310063] NELLE";"53";"5310";"5310063";"30327750";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2510";"[5310070] NITA";"53";"5310";"5310070";"90983100";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2510";"[5310071] MAGEPANDA";"53";"5310";"5310071";"48524228";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2510";"[5310080] ALOK";"53";"5310";"5310080";"42458647";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2510";"[5310081] ALOK BARAT";"53";"5310";"5310081";"24262062";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2510";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"66720588";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2510";"[5310] SIKKA";"53";"5310";"5310999";"1176716328";"0";"1";"0";"0";"1";"1"
