"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310010] PAGA";"53";"5310";"5310010";"63175021";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310011] MEGO";"53";"5310";"5310011";"54149029";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310012] TANA WAWO";"53";"5310";"5310012";"45123585";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310020] LELA";"53";"5310";"5310020";"40611141";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310030] BOLA";"53";"5310";"5310030";"36098724";"4";"20";"30";"0";"78";"127"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310031] DORENG";"53";"5310";"5310031";"40610988";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310032] MAPITARA";"53";"5310";"5310032";"18049302";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310040] TALIBURA";"53";"5310";"5310040";"90247222";"1";"0";"5";"0";"13";"75"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310041] WAIGETE";"53";"5310";"5310041";"49636587";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310042] WAIBLAMA";"53";"5310";"5310042";"31586856";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310050] KEWAPANTE";"53";"5310";"5310050";"40611600";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"31586744";"4";"0";"88";"0";"371";"3045"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310052] KANGAE";"53";"5310";"5310052";"40611456";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310061] PALUE";"53";"5310";"5310061";"36099004";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310062] KOTING";"53";"5310";"5310062";"31583006";"1";"0";"10";"0";"17.2";"40"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310063] NELLE";"53";"5310";"5310063";"22558835";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310070] NITA";"53";"5310";"5310070";"67676355";"1";"10";"25";"0";"30";"110"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310071] MAGEPANDA";"53";"5310";"5310071";"36093964";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310080] ALOK";"53";"5310";"5310080";"31582166";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310081] ALOK BARAT";"53";"5310";"5310081";"18046930";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"49628975";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2147";"[5310] SIKKA";"53";"5310";"5310999";"875367490";"11";"30";"158";"0";"509.2";"3397"
