"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"jenis_produksi";"satuan_produksi";"ID";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2108";"[5310010] PAGA";"53";"5310";"5310010";"5";"1";"246463";"21";"85";"0";"150";"3190"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2108";"[5310020] LELA";"53";"5310";"5310020";"5";"1";"61584";"20";"31";"0";"84";"2100"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2108";"[5310030] BOLA";"53";"5310";"5310030";"5";"1";"246295";"5";"24";"0";"23";"510"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2108";"[5310031] DORENG";"53";"5310";"5310031";"5";"1";"61901";"0";"8";"0";"16";"500"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2108";"[5310040] TALIBURA";"53";"5310";"5310040";"5";"1";"61883";"0";"2";"0";"75";"435"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2108";"[5310041] WAIGETE";"53";"5310";"5310041";"5";"1";"185586";"23";"51";"23";"636";"4910"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2108";"[5310042] WAIBLAMA";"53";"5310";"5310042";"5";"1";"61857";"20";"30";"0";"160";"2400"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2108";"[5310050] KEWAPANTE";"53";"5310";"5310050";"5";"1";"185657";"0";"135";"0";"543";"13805"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2108";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"5";"1";"247790";"5";"24";"0";"110";"2470"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2108";"[5310052] KANGAE";"53";"5310";"5310052";"5";"1";"60523";"0";"25";"0";"36";"1030"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2108";"[5310062] KOTING";"53";"5310";"5310062";"5";"1";"185775";"1";"9";"0";"39";"1555"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2108";"[5310070] NITA";"53";"5310";"5310070";"5";"1";"309545";"3";"52";"0";"454";"10025"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2108";"[5310080] ALOK";"53";"5310";"5310080";"5";"1";"61781";"0";"13";"0";"23";"450"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2108";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"5";"1";"122289";"1";"36";"0";"112";"1220"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2108";"[5310] SIKKA";"53";"5310";"5310999";"5";"1";"2098929";"99";"525";"23";"2461";"44600"
