"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_utp_budidaya";"n_utp_pembibitan";"n_utp_budidaya_dan_pembibitan";"n_utp_jumlah";"n_utp_budidaya_jumlah";"n_utp_pembibitan_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2709";"[5310010] PAGA";"53";"5310";"5310010";"123871335";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2709";"[5310011] MEGO";"53";"5310";"5310011";"106175274";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2709";"[5310012] TANA WAWO";"53";"5310";"5310012";"88479285";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2709";"[5310020] LELA";"53";"5310";"5310020";"79631271";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2709";"[5310030] BOLA";"53";"5310";"5310030";"70783284";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2709";"[5310031] DORENG";"53";"5310";"5310031";"79630075";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2709";"[5310032] MAPITARA";"53";"5310";"5310032";"35390986";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2709";"[5310040] TALIBURA";"53";"5310";"5310040";"176954690";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2709";"[5310041] WAIGETE";"53";"5310";"5310041";"97324909";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2709";"[5310042] WAIBLAMA";"53";"5310";"5310042";"61933970";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2709";"[5310050] KEWAPANTE";"53";"5310";"5310050";"79629318";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2709";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"61933858";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2709";"[5310052] KANGAE";"53";"5310";"5310052";"79629174";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2709";"[5310061] PALUE";"53";"5310";"5310061";"70782612";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2709";"[5310062] KOTING";"53";"5310";"5310062";"61934733";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2709";"[5310063] NELLE";"53";"5310";"5310063";"44239065";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2709";"[5310070] NITA";"53";"5310";"5310070";"132717045";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2709";"[5310071] MAGEPANDA";"53";"5310";"5310071";"70782332";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2709";"[5310080] ALOK";"53";"5310";"5310080";"61934488";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2709";"[5310081] ALOK BARAT";"53";"5310";"5310081";"35391114";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2709";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"97325481";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2709";"[5310] SIKKA";"53";"5310";"5310999";"1716474299";"1";"0";"0";"1";"1";"0";"1"
