"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup_tunggal";"n_rtup_campuran";"n_rtup_tumpang_sari";"n_rtup_asosiasi_antar_semusim";"n_rtup_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310010] PAGA";"53";"5310";"5310010";"79569728";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310011] MEGO";"53";"5310";"5310011";"68203194";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310012] TANA WAWO";"53";"5310";"5310012";"56835885";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310020] LELA";"53";"5310";"5310020";"51152211";"0";"2";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310030] BOLA";"53";"5310";"5310030";"45468564";"0";"26";"0";"0";"26";"26"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310031] DORENG";"53";"5310";"5310031";"51152058";"0";"4";"0";"0";"4";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310032] MAPITARA";"53";"5310";"5310032";"22734222";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310040] TALIBURA";"53";"5310";"5310040";"113668692";"3";"117";"2";"112";"234";"233"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310041] WAIGETE";"53";"5310";"5310041";"62517477";"6";"54";"3";"7";"70";"70"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310042] WAIBLAMA";"53";"5310";"5310042";"39783786";"0";"4";"4";"14";"22";"22"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310050] KEWAPANTE";"53";"5310";"5310050";"51150510";"0";"6";"0";"0";"6";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"39783674";"2";"66";"0";"0";"68";"68"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310052] KANGAE";"53";"5310";"5310052";"51150487";"0";"6";"0";"0";"6";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310061] PALUE";"53";"5310";"5310061";"45467892";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310062] KOTING";"53";"5310";"5310062";"39784353";"0";"16";"0";"0";"16";"16"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310063] NELLE";"53";"5310";"5310063";"28417365";"0";"2";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310070] NITA";"53";"5310";"5310070";"85251945";"0";"26";"0";"0";"26";"26"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310071] MAGEPANDA";"53";"5310";"5310071";"45467612";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310080] ALOK";"53";"5310";"5310080";"39784108";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310081] ALOK BARAT";"53";"5310";"5310081";"22733754";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"62514716";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310] SIKKA";"53";"5310";"5310999";"1102592233";"11";"330";"9";"133";"483";"482"
