"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2111";"[5310010] PAGA";"53";"5310";"5310010";"3461899";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2111";"[5310011] MEGO";"53";"5310";"5310011";"2967186";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2111";"[5310012] TANA WAWO";"53";"5310";"5310012";"2473607";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2111";"[5310020] LELA";"53";"5310";"5310020";"2226267";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2111";"[5310030] BOLA";"53";"5310";"5310030";"1978836";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2111";"[5310031] DORENG";"53";"5310";"5310031";"2226114";"1";"2";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2111";"[5310032] MAPITARA";"53";"5310";"5310032";"989358";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2111";"[5310040] TALIBURA";"53";"5310";"5310040";"4946550";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2111";"[5310041] WAIGETE";"53";"5310";"5310041";"2724348";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2111";"[5310042] WAIBLAMA";"53";"5310";"5310042";"1733613";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2111";"[5310050] KEWAPANTE";"53";"5310";"5310050";"2228859";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2111";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"1733501";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2111";"[5310052] KANGAE";"53";"5310";"5310052";"2228715";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2111";"[5310061] PALUE";"53";"5310";"5310061";"1981012";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2111";"[5310062] KOTING";"53";"5310";"5310062";"1733333";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2111";"[5310063] NELLE";"53";"5310";"5310063";"1238541";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2111";"[5310070] NITA";"53";"5310";"5310070";"3715830";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2111";"[5310071] MAGEPANDA";"53";"5310";"5310071";"1981684";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2111";"[5310080] ALOK";"53";"5310";"5310080";"1733921";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2111";"[5310081] ALOK BARAT";"53";"5310";"5310081";"990790";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2111";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"2724590";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2111";"[5310] SIKKA";"53";"5310";"5310999";"48018554";"1";"2";"0";"0";"0";"0"
