"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup_tunggal";"n_rtup_campuran";"n_rtup_tumpang_sari";"n_rtup_asosiasi_antar_semusim";"n_rtup_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310010] PAGA";"53";"5310";"5310010";"76303367";"5";"20";"0";"0";"25";"25"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310011] MEGO";"53";"5310";"5310011";"65402730";"0";"9";"0";"0";"9";"9"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310012] TANA WAWO";"53";"5310";"5310012";"54502165";"0";"21";"0";"0";"21";"21"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310020] LELA";"53";"5310";"5310020";"49052952";"1";"32";"0";"0";"33";"33"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310030] BOLA";"53";"5310";"5310030";"43602556";"2";"79";"0";"0";"81";"81"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310031] DORENG";"53";"5310";"5310031";"49052799";"0";"16";"0";"0";"16";"16"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310032] MAPITARA";"53";"5310";"5310032";"21801218";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310040] TALIBURA";"53";"5310";"5310040";"109005850";"8";"89";"3";"151";"251";"250"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310041] WAIGETE";"53";"5310";"5310041";"59953047";"16";"62";"4";"2";"84";"84"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310042] WAIBLAMA";"53";"5310";"5310042";"38151029";"2";"4";"9";"6";"21";"21"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310050] KEWAPANTE";"53";"5310";"5310050";"49051251";"32";"259";"7";"10";"308";"308"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"38150917";"2";"142";"0";"0";"144";"144"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310052] KANGAE";"53";"5310";"5310052";"49051107";"20";"104";"4";"3";"131";"131"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310061] PALUE";"53";"5310";"5310061";"43600916";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310062] KOTING";"53";"5310";"5310062";"38150749";"0";"16";"0";"0";"16";"16"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310063] NELLE";"53";"5310";"5310063";"27250505";"1";"31";"0";"0";"32";"32"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310070] NITA";"53";"5310";"5310070";"81752212";"2";"77";"1";"1";"81";"81"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310071] MAGEPANDA";"53";"5310";"5310071";"43601604";"11";"5";"1";"1";"18";"18"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310080] ALOK";"53";"5310";"5310080";"38151351";"13";"17";"0";"11";"41";"41"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310081] ALOK BARAT";"53";"5310";"5310081";"21800750";"13";"6";"2";"0";"21";"21"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"59951980";"5";"16";"0";"1";"22";"22"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2157";"[5310] SIKKA";"53";"5310";"5310999";"1057341055";"133";"1005";"31";"186";"1355";"1354"
