"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup_budidaya";"n_rtup_pembibitan";"n_rtup_budidaya_dan_pembibitan";"n_rtup_jumlah";"n_rtup_budidaya_jumlah";"n_rtup_pembibitan_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310010] PAGA";"53";"5310";"5310010";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310011] MEGO";"53";"5310";"5310011";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310012] TANA WAWO";"53";"5310";"5310012";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310020] LELA";"53";"5310";"5310020";"8";"0";"0";"8";"8";"0";"8"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310030] BOLA";"53";"5310";"5310030";"89";"0";"0";"89";"89";"0";"89"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310031] DORENG";"53";"5310";"5310031";"19";"0";"0";"19";"19";"0";"19"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310032] MAPITARA";"53";"5310";"5310032";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310040] TALIBURA";"53";"5310";"5310040";"18";"0";"0";"18";"18";"0";"18"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310041] WAIGETE";"53";"5310";"5310041";"63";"0";"0";"63";"63";"0";"63"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310042] WAIBLAMA";"53";"5310";"5310042";"8";"0";"0";"8";"8";"0";"8"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310050] KEWAPANTE";"53";"5310";"5310050";"64";"0";"0";"64";"64";"0";"64"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"114";"0";"0";"114";"114";"0";"114"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310052] KANGAE";"53";"5310";"5310052";"107";"0";"1";"108";"108";"1";"108"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310062] KOTING";"53";"5310";"5310062";"9";"0";"0";"9";"9";"0";"9"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310063] NELLE";"53";"5310";"5310063";"2";"0";"0";"2";"2";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310070] NITA";"53";"5310";"5310070";"15";"0";"0";"15";"15";"0";"15"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310071] MAGEPANDA";"53";"5310";"5310071";"7";"0";"0";"7";"7";"0";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310080] ALOK";"53";"5310";"5310080";"5";"0";"0";"5";"5";"0";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310081] ALOK BARAT";"53";"5310";"5310081";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"23";"0";"0";"23";"23";"0";"23"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2145";"[5310] SIKKA";"53";"5310";"5310999";"553";"0";"1";"554";"554";"1";"554"
