"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"jenis_produksi";"n_utp_seluruhnya_dijual";"n_utp_sebagian_besar_dijual";"n_utp_sebagian_besar_dikonsumsi_sendiri";"n_utp_seluruhnya_dikonsumsi_sendiri";"n_utp_belum_dijual"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2620";"[5310010] PAGA";"53";"5310";"5310010";"2";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2620";"[5310011] MEGO";"53";"5310";"5310011";"2";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2620";"[5310012] TANA WAWO";"53";"5310";"5310012";"2";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2620";"[5310020] LELA";"53";"5310";"5310020";"2";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2620";"[5310030] BOLA";"53";"5310";"5310030";"2";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2620";"[5310031] DORENG";"53";"5310";"5310031";"2";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2620";"[5310032] MAPITARA";"53";"5310";"5310032";"2";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2620";"[5310040] TALIBURA";"53";"5310";"5310040";"2";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2620";"[5310041] WAIGETE";"53";"5310";"5310041";"2";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2620";"[5310042] WAIBLAMA";"53";"5310";"5310042";"2";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2620";"[5310050] KEWAPANTE";"53";"5310";"5310050";"2";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2620";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"2";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2620";"[5310052] KANGAE";"53";"5310";"5310052";"2";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2620";"[5310061] PALUE";"53";"5310";"5310061";"2";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2620";"[5310062] KOTING";"53";"5310";"5310062";"2";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2620";"[5310063] NELLE";"53";"5310";"5310063";"2";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2620";"[5310070] NITA";"53";"5310";"5310070";"2";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2620";"[5310071] MAGEPANDA";"53";"5310";"5310071";"2";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2620";"[5310080] ALOK";"53";"5310";"5310080";"2";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2620";"[5310081] ALOK BARAT";"53";"5310";"5310081";"2";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2620";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"2";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2620";"[5310] SIKKA";"53";"5310";"5310999";"2";"0";"0";"0";"0";"0"
