"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup_tunggal";"n_rtup_campuran";"n_rtup_tumpang_sari";"n_rtup_asosiasi_antar_semusim";"n_rtup_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2127";"[5310010] PAGA";"53";"5310";"5310010";"53888128";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2127";"[5310011] MEGO";"53";"5310";"5310011";"46191846";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2127";"[5310012] TANA WAWO";"53";"5310";"5310012";"38493095";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2127";"[5310020] LELA";"53";"5310";"5310020";"34643700";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2127";"[5310030] BOLA";"53";"5310";"5310030";"30794332";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2127";"[5310031] DORENG";"53";"5310";"5310031";"34643547";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2127";"[5310032] MAPITARA";"53";"5310";"5310032";"15397106";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2127";"[5310040] TALIBURA";"53";"5310";"5310040";"76987589";"0";"4";"0";"0";"4";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2127";"[5310041] WAIGETE";"53";"5310";"5310041";"42343070";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2127";"[5310042] WAIBLAMA";"53";"5310";"5310042";"26945527";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2127";"[5310050] KEWAPANTE";"53";"5310";"5310050";"34644177";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2127";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"26945415";"0";"2";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2127";"[5310052] KANGAE";"53";"5310";"5310052";"34643912";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2127";"[5310061] PALUE";"53";"5310";"5310061";"30793660";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2127";"[5310062] KOTING";"53";"5310";"5310062";"26944400";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2127";"[5310063] NELLE";"53";"5310";"5310063";"19245970";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2127";"[5310070] NITA";"53";"5310";"5310070";"57737760";"0";"6";"0";"0";"6";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2127";"[5310071] MAGEPANDA";"53";"5310";"5310071";"30793380";"1";"0";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2127";"[5310080] ALOK";"53";"5310";"5310080";"26944155";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2127";"[5310081] ALOK BARAT";"53";"5310";"5310081";"15396638";"0";"0";"0";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2127";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"42341398";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2127";"[5310] SIKKA";"53";"5310";"5310999";"746758805";"1";"16";"0";"0";"17";"18"
