"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_utp_tunggal";"n_utp_campuran";"n_utp_tumpang_sari";"n_utp_asosiasi_antar_semusim";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310010] PAGA";"53";"5310";"5310010";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310011] MEGO";"53";"5310";"5310011";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310012] TANA WAWO";"53";"5310";"5310012";"0";"1";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310020] LELA";"53";"5310";"5310020";"1";"3";"0";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310030] BOLA";"53";"5310";"5310030";"8";"29";"1";"8";"46"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310031] DORENG";"53";"5310";"5310031";"18";"393";"0";"0";"411"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310032] MAPITARA";"53";"5310";"5310032";"42";"36";"1";"19";"98"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310040] TALIBURA";"53";"5310";"5310040";"1";"4";"0";"0";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310041] WAIGETE";"53";"5310";"5310041";"28";"100";"1";"3";"132"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310042] WAIBLAMA";"53";"5310";"5310042";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310050] KEWAPANTE";"53";"5310";"5310050";"0";"3";"0";"0";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"5";"50";"1";"0";"56"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310052] KANGAE";"53";"5310";"5310052";"1";"5";"7";"0";"13"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310061] PALUE";"53";"5310";"5310061";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310062] KOTING";"53";"5310";"5310062";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310063] NELLE";"53";"5310";"5310063";"0";"1";"0";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310070] NITA";"53";"5310";"5310070";"29";"98";"7";"0";"134"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310071] MAGEPANDA";"53";"5310";"5310071";"1";"3";"2";"0";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310080] ALOK";"53";"5310";"5310080";"0";"0";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310081] ALOK BARAT";"53";"5310";"5310081";"0";"4";"3";"0";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"1";"5";"5";"0";"11"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2426";"[5310] SIKKA";"53";"5310";"5310999";"135";"735";"29";"30";"929"
