"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_utp_budidaya";"n_utp_pembibitan";"n_utp_budidaya_dan_pembibitan";"n_utp_jumlah";"n_utp_budidaya_jumlah";"n_utp_pembibitan_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310010] PAGA";"53";"5310";"5310010";"37543317";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310011] MEGO";"53";"5310";"5310011";"32179830";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310012] TANA WAWO";"53";"5310";"5310012";"26816415";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310020] LELA";"53";"5310";"5310020";"24134688";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310030] BOLA";"53";"5310";"5310030";"21452988";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310031] DORENG";"53";"5310";"5310031";"24134535";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310032] MAPITARA";"53";"5310";"5310032";"10726434";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310040] TALIBURA";"53";"5310";"5310040";"53634016";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310041] WAIGETE";"53";"5310";"5310041";"29499030";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310042] WAIBLAMA";"53";"5310";"5310042";"18772047";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310050] KEWAPANTE";"53";"5310";"5310050";"24135417";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"18771935";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310052] KANGAE";"53";"5310";"5310052";"24135273";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310061] PALUE";"53";"5310";"5310061";"21453508";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310062] KOTING";"53";"5310";"5310062";"18771767";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310063] NELLE";"53";"5310";"5310063";"13408077";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310070] NITA";"53";"5310";"5310070";"40222740";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310071] MAGEPANDA";"53";"5310";"5310071";"21452036";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310080] ALOK";"53";"5310";"5310080";"18770479";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310081] ALOK BARAT";"53";"5310";"5310081";"10725966";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"29496324";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2126";"[5310] SIKKA";"53";"5310";"5310999";"520236822";"3";"0";"0";"3";"3";"0";"3"
