"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_utp_budidaya";"n_utp_pembibitan";"n_utp_budidaya_dan_pembibitan";"n_utp_jumlah";"n_utp_budidaya_jumlah";"n_utp_pembibitan_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310010] PAGA";"53";"5310";"5310010";"63994420";"5";"0";"0";"5";"5";"0";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310011] MEGO";"53";"5310";"5310011";"54851310";"5";"0";"0";"5";"5";"0";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310012] TANA WAWO";"53";"5310";"5310012";"45709315";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310020] LELA";"53";"5310";"5310020";"41138298";"13";"0";"0";"13";"13";"0";"13"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310030] BOLA";"53";"5310";"5310030";"36567308";"17";"0";"0";"17";"17";"0";"17"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310031] DORENG";"53";"5310";"5310031";"41138145";"6";"0";"0";"6";"6";"0";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310032] MAPITARA";"53";"5310";"5310032";"18283594";"2";"0";"0";"2";"2";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310040] TALIBURA";"53";"5310";"5310040";"91418475";"153";"0";"0";"153";"153";"0";"153"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310041] WAIGETE";"53";"5310";"5310041";"50281220";"166";"0";"0";"166";"166";"0";"166"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310042] WAIBLAMA";"53";"5310";"5310042";"31997077";"15";"0";"0";"15";"15";"0";"15"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310050] KEWAPANTE";"53";"5310";"5310050";"41139027";"88";"0";"0";"88";"88";"0";"88"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"31996965";"8";"0";"0";"8";"8";"0";"8"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310052] KANGAE";"53";"5310";"5310052";"41138883";"61";"0";"0";"61";"61";"0";"61"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310061] PALUE";"53";"5310";"5310061";"36567828";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310062] KOTING";"53";"5310";"5310062";"31996797";"52";"0";"0";"52";"52";"0";"52"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310063] NELLE";"53";"5310";"5310063";"22854825";"41";"0";"0";"41";"41";"0";"41"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310070] NITA";"53";"5310";"5310070";"68539317";"55";"0";"0";"55";"55";"0";"55"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310071] MAGEPANDA";"53";"5310";"5310071";"36542540";"231";"0";"0";"231";"231";"0";"231"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310080] ALOK";"53";"5310";"5310080";"31974670";"135";"0";"0";"135";"135";"0";"135"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310081] ALOK BARAT";"53";"5310";"5310081";"18271218";"126";"1";"0";"127";"126";"1";"127"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"50245767";"155";"0";"0";"155";"155";"0";"155"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2133";"[5310] SIKKA";"53";"5310";"5310999";"886646999";"1334";"1";"0";"1335";"1334";"1";"1335"
