"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"jenis_produksi";"satuan_produksi";"ID";"sum_jumlah_tanaman_belum_menghasilkan";"sum_jumlah_tanaman_menghasilkan";"sum_jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310011] MEGO";"53";"5310";"5310011";"5";"1";"5708093";"13";"30";"0";"115";"4600"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310012] TANA WAWO";"53";"5310";"5310012";"5";"1";"11416107";"5";"23";"0";"34";"820"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310030] BOLA";"53";"5310";"5310030";"5";"1";"22832063";"15";"24";"2";"515";"8075"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310031] DORENG";"53";"5310";"5310031";"5";"1";"34247913";"245";"610";"0";"24026";"661970"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310032] MAPITARA";"53";"5310";"5310032";"5";"1";"11415971";"10";"28";"0";"1356";"39250"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310040] TALIBURA";"53";"5310";"5310040";"5";"1";"5707979";"0";"28";"0";"443";"6418"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310041] WAIGETE";"53";"5310";"5310041";"5";"1";"5709180";"0";"3";"0";"34";"500"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310042] WAIBLAMA";"53";"5310";"5310042";"5";"1";"5709166";"0";"30";"0";"60";"1260"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310050] KEWAPANTE";"53";"5310";"5310050";"5";"1";"5709161";"0";"1";"0";"15";"450"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"5";"1";"28542197";"99";"204";"12";"5010";"89838"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310052] KANGAE";"53";"5310";"5310052";"5";"1";"5707962";"0";"4";"4";"50";"1500"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310063] NELLE";"53";"5310";"5310063";"5";"1";"5709232";"0";"1";"0";"336";"10080"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310070] NITA";"53";"5310";"5310070";"5";"1";"28544846";"30";"31";"0";"308.5";"6949"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310081] ALOK BARAT";"53";"5310";"5310081";"5";"1";"5709197";"0";"10";"0";"148";"1500"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"5";"1";"5709191";"0";"10";"0";"100";"1750"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2112_2114";"[5310] SIKKA";"53";"5310";"5310999";"5";"1";"188378258";"417";"1037";"18";"32550.5";"834960"
