"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_rtup_tunggal";"n_rtup_campuran";"n_rtup_tumpang_sari";"n_rtup_asosiasi_antar_semusim";"n_rtup_jumlah";"n_rtup"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310010] PAGA";"53";"5310";"5310010";"4181751";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310011] MEGO";"53";"5310";"5310011";"3584202";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310012] TANA WAWO";"53";"5310";"5310012";"2986725";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310020] LELA";"53";"5310";"5310020";"2687967";"3";"47";"0";"0";"50";"50"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310030] BOLA";"53";"5310";"5310030";"2390688";"0";"7";"0";"0";"7";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310031] DORENG";"53";"5310";"5310031";"2691081";"1";"86";"0";"0";"87";"87"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310032] MAPITARA";"53";"5310";"5310032";"1196010";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310040] TALIBURA";"53";"5310";"5310040";"5979810";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310041] WAIGETE";"53";"5310";"5310041";"3288725";"0";"1";"1";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310042] WAIBLAMA";"53";"5310";"5310042";"2092762";"0";"0";"1";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310050] KEWAPANTE";"53";"5310";"5310050";"2691106";"1";"1";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"2093497";"1";"23";"0";"0";"24";"24"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310052] KANGAE";"53";"5310";"5310052";"2691567";"0";"2";"0";"0";"2";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310061] PALUE";"53";"5310";"5310061";"2392436";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310062] KOTING";"53";"5310";"5310062";"2093329";"2";"20";"0";"0";"22";"22"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310063] NELLE";"53";"5310";"5310063";"1495205";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310070] NITA";"53";"5310";"5310070";"4485465";"1";"35";"0";"0";"36";"36"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310071] MAGEPANDA";"53";"5310";"5310071";"2391914";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310080] ALOK";"53";"5310";"5310080";"2092237";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310081] ALOK BARAT";"53";"5310";"5310081";"1195542";"0";"1";"0";"0";"1";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"3287658";"0";"4";"0";"0";"4";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2161_2163";"[5310] SIKKA";"53";"5310";"5310999";"57989677";"9";"228";"2";"0";"239";"239"
