"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_utp_tunggal";"n_utp_campuran";"n_utp_tumpang_sari";"n_utp_asosiasi_antar_semusim";"n_utp_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310010] PAGA";"53";"5310";"5310010";"22744274";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310011] MEGO";"53";"5310";"5310011";"19494018";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310012] TANA WAWO";"53";"5310";"5310012";"16244905";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310020] LELA";"53";"5310";"5310020";"14620329";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310030] BOLA";"53";"5310";"5310030";"12995780";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310031] DORENG";"53";"5310";"5310031";"14620176";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310032] MAPITARA";"53";"5310";"5310032";"6497830";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310040] TALIBURA";"53";"5310";"5310040";"32491052";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310041] WAIGETE";"53";"5310";"5310041";"17870039";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310042] WAIBLAMA";"53";"5310";"5310042";"11371780";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310050] KEWAPANTE";"53";"5310";"5310050";"14620788";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"11371668";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310052] KANGAE";"53";"5310";"5310052";"14610546";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310061] PALUE";"53";"5310";"5310061";"12915276";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310062] KOTING";"53";"5310";"5310062";"11300814";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310063] NELLE";"53";"5310";"5310063";"8071980";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310070] NITA";"53";"5310";"5310070";"24215790";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310071] MAGEPANDA";"53";"5310";"5310071";"12914996";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310080] ALOK";"53";"5310";"5310080";"11300569";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310081] ALOK BARAT";"53";"5310";"5310081";"6457446";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"17758727";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"_2141_2143";"[5310] SIKKA";"53";"5310";"5310999";"314488783";"0";"0";"0";"0";"0";"0"
