"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"ID";"n_utp_budidaya";"n_utp_pembibitan";"n_utp_budidaya_dan_pembibitan";"n_utp_jumlah";"n_utp_budidaya_jumlah";"n_utp_pembibitan_jumlah";"n_utp"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310010] PAGA";"53";"5310";"5310010";"80280599";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310011] MEGO";"53";"5310";"5310011";"68811786";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310012] TANA WAWO";"53";"5310";"5310012";"57343045";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310020] LELA";"53";"5310";"5310020";"51608655";"2";"0";"0";"2";"2";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310030] BOLA";"53";"5310";"5310030";"45873547";"26";"0";"0";"26";"26";"0";"26"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310031] DORENG";"53";"5310";"5310031";"51607161";"4";"0";"0";"4";"4";"0";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310032] MAPITARA";"53";"5310";"5310032";"22936490";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310040] TALIBURA";"53";"5310";"5310040";"114682210";"239";"0";"0";"239";"239";"0";"239"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310041] WAIGETE";"53";"5310";"5310041";"63075045";"71";"0";"0";"71";"71";"0";"71"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310042] WAIBLAMA";"53";"5310";"5310042";"40138602";"22";"0";"0";"22";"22";"0";"22"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310050] KEWAPANTE";"53";"5310";"5310050";"51606702";"6";"0";"0";"6";"6";"0";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"40138490";"69";"0";"0";"69";"69";"0";"69"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310052] KANGAE";"53";"5310";"5310052";"51607601";"6";"0";"0";"6";"6";"0";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310061] PALUE";"53";"5310";"5310061";"45873620";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310062] KOTING";"53";"5310";"5310062";"40139365";"16";"0";"0";"16";"16";"0";"16"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310063] NELLE";"53";"5310";"5310063";"28670945";"2";"0";"0";"2";"2";"0";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310070] NITA";"53";"5310";"5310070";"86012685";"26";"0";"0";"26";"26";"0";"26"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310071] MAGEPANDA";"53";"5310";"5310071";"45873340";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310080] ALOK";"53";"5310";"5310080";"40139120";"1";"0";"0";"1";"1";"0";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310081] ALOK BARAT";"53";"5310";"5310081";"22936618";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"63075617";"0";"0";"0";"0";"0";"0";"0"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"2148";"[5310] SIKKA";"53";"5310";"5310999";"1112431243";"490";"0";"0";"490";"490";"0";"490"
