"id_prov";"id_kab";"id_komoditas";"id_kec";"prov";"kab";"kec";"n_rtup";"jumlah_tanaman_belum_menghasilkan";"jumlah_tanaman_menghasilkan";"jumlah_tanaman_tidak_menghasilkan";"sum_produksi_volume";"sum_produksi_nilai";"produktivitas"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310010] PAGA";"53";"5310";"5310010";"459";"1383";"10441";"293";"17470";"229324";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310011] MEGO";"53";"5310";"5310011";"132";"660";"2501";"57";"4233";"58482";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310012] TANA WAWO";"53";"5310";"5310012";"5";"75";"174";"0";"225";"4500";"1"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310020] LELA";"53";"5310";"5310020";"722";"2410";"9921";"801";"19399";"857913";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310030] BOLA";"53";"5310";"5310030";"770";"1782";"9558";"1219";"26794";"364685";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310031] DORENG";"53";"5310";"5310031";"439";"1152";"11253";"338";"17058";"271499";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310032] MAPITARA";"53";"5310";"5310032";"466";"3947";"16487";"1371";"54837";"850746";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310040] TALIBURA";"53";"5310";"5310040";"2845";"32437";"131770";"7104";"627258";"8797943";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310041] WAIGETE";"53";"5310";"5310041";"2791";"15622";"113026";"6551";"503122";"8123146";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310042] WAIBLAMA";"53";"5310";"5310042";"1122";"6188";"53514";"2288";"94962";"3015554";"2"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310050] KEWAPANTE";"53";"5310";"5310050";"878";"1181";"13616";"1220";"52797";"806044";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310051] HEWOKLOANG";"53";"5310";"5310051";"486";"1020";"11073";"104";"30365";"460380";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310052] KANGAE";"53";"5310";"5310052";"947";"2726";"17991";"1100";"54713";"783625";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310061] PALUE";"53";"5310";"5310061";"1347";"4390";"27494";"292";"294812";"4613469";"11"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310062] KOTING";"53";"5310";"5310062";"432";"252";"4325";"138";"11598";"170117";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310063] NELLE";"53";"5310";"5310063";"412";"311";"4524";"141";"21453";"319243";"5"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310070] NITA";"53";"5310";"5310070";"961";"1291";"15973";"711";"43623";"748134";"3"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310071] MAGEPANDA";"53";"5310";"5310071";"1139";"7728";"29182";"1272";"118455";"1826053";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310080] ALOK";"53";"5310";"5310080";"844";"1315";"8841";"703";"59873";"899639";"7"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310081] ALOK BARAT";"53";"5310";"5310081";"452";"1637";"8728";"1493";"50799";"693047";"6"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310082] ALOK TIMUR";"53";"5310";"5310082";"835";"9909";"21633";"1008";"93205";"1324979";"4"
"[53] NUSA TENGGARA TIMUR";"[5310] SIKKA";"3105";"[5310] SIKKA";"53";"5310";"5310999";"18484";"97416";"522025";"28204";"2197051";"35218522";"4"
